datetime,tempmax,tempmin,temp,dew,humidity,windspeed,winddir,sealevelpressure,cloudcover,solarenergy,precipitation,month_sin,month_cos,season_sin,season_cos,winddir_sin,winddir_cos,orographic_precipitation_potential,valley_temperature_inversion_index,urban_heat_island_effect_refined,season
2020-09-27,82.3,67.9,73.3,67.8,84.2,10.3,261.1,1013.1,25.0,17.2,0.3,-1.0,-0.0,-0.95,0.31,-0.99,-0.15,-856.82,0.01,6.26,Autumn
2020-09-28,82.3,66.1,73.1,66.1,80.7,9.2,264.8,1014.2,25.0,15.2,3.99,-1.0,-0.0,-0.95,0.31,-1.0,-0.09,-739.38,0.01,7.76,Autumn
2020-09-29,84.1,66.1,73.8,67.8,82.6,9.2,250.2,1013.6,25.0,15.5,0.71,-1.0,-0.0,-0.95,0.31,-0.94,-0.34,-714.99,0.01,6.76,Autumn
2020-09-30,84.1,67.9,74.0,68.4,83.8,6.9,229.3,1012.4,26.9,15.5,0.41,-1.0,-0.0,-0.95,0.31,-0.76,-0.65,-438.37,0.01,6.34,Autumn
2020-10-01,82.3,69.3,73.6,68.6,85.6,10.3,189.9,1012.1,28.1,14.3,3.0,-0.87,0.5,-0.95,0.31,-0.17,-0.99,-151.59,0.01,5.73,Autumn
2020-10-02,82.3,69.7,73.7,68.5,85.0,10.3,215.7,1013.4,25.0,15.6,0.0,-0.87,0.5,-0.95,0.31,-0.58,-0.81,-510.89,0.01,5.96,Autumn
2020-10-03,82.3,66.1,73.2,67.2,82.5,10.3,264.0,1014.3,25.0,16.6,0.1,-0.87,0.5,-0.95,0.31,-0.99,-0.1,-845.09,0.01,6.76,Autumn
2020-10-04,80.5,67.7,72.9,67.7,84.6,10.3,226.4,1014.6,27.4,15.0,0.0,-0.87,0.5,-0.95,0.31,-0.72,-0.69,-631.03,0.01,5.94,Autumn
2020-10-05,80.5,66.1,72.5,66.9,83.6,8.1,214.3,1014.3,25.0,16.3,0.0,-0.87,0.5,-0.95,0.31,-0.56,-0.83,-381.6,0.01,6.36,Autumn
2020-10-06,82.3,66.1,72.6,66.6,83.0,12.8,266.6,1015.2,25.0,13.4,0.1,-0.87,0.5,-0.95,0.31,-1.0,-0.06,-1060.53,0.01,6.77,Autumn
2020-10-07,82.3,66.1,72.3,62.6,74.6,11.4,266.9,1017.1,25.0,18.7,0.0,-0.87,0.5,-0.95,0.31,-1.0,-0.05,-849.2,0.02,10.47,Autumn
2020-10-08,82.3,62.5,70.8,58.8,70.0,11.4,263.2,1017.5,38.6,19.9,0.0,-0.87,0.5,-0.95,0.31,-0.99,-0.12,-792.39,0.02,12.63,Autumn
2020-10-09,82.3,60.7,70.4,58.9,70.0,9.2,241.1,1017.8,25.0,21.3,0.0,-0.87,0.5,-0.95,0.31,-0.88,-0.48,-563.8,0.02,12.27,Autumn
2020-10-10,82.3,60.7,71.3,62.3,75.6,10.3,267.9,1016.3,27.1,20.3,0.0,-0.87,0.5,-0.95,0.31,-1.0,-0.04,-778.16,0.02,9.75,Autumn
2020-10-11,82.3,62.5,71.9,64.1,78.4,9.2,263.9,1014.3,39.2,17.4,0.0,-0.87,0.5,-0.95,0.31,-0.99,-0.11,-717.2,0.02,8.42,Autumn
2020-10-12,84.1,64.3,72.2,65.1,80.3,10.3,238.9,1013.7,46.4,16.2,0.0,-0.87,0.5,-0.95,0.31,-0.86,-0.52,-708.21,0.01,7.65,Autumn
2020-10-13,82.3,67.9,73.0,65.7,79.5,9.2,234.7,1014.8,59.5,18.5,0.0,-0.87,0.5,-0.95,0.31,-0.82,-0.58,-596.92,0.01,7.72,Autumn
2020-10-14,82.3,64.3,72.0,65.5,81.6,8.1,249.3,1015.8,47.0,18.1,0.0,-0.87,0.5,-0.95,0.31,-0.94,-0.35,-618.29,0.01,7.05,Autumn
2020-10-15,82.3,64.3,71.9,64.1,78.6,9.2,263.3,1015.8,34.4,17.6,0.0,-0.87,0.5,-0.95,0.31,-0.99,-0.12,-718.18,0.02,8.47,Autumn
2020-10-16,84.1,64.3,72.0,62.6,75.1,8.1,275.0,1015.5,36.5,15.0,0.0,-0.87,0.5,-0.95,0.31,-1.0,0.09,-606.0,0.02,10.05,Autumn
2020-10-17,84.1,62.5,72.0,60.6,70.5,9.2,239.6,1015.8,50.1,18.6,0.0,-0.87,0.5,-0.95,0.31,-0.86,-0.51,-559.43,0.02,11.91,Autumn
2020-10-18,82.3,62.5,71.5,62.8,76.7,10.3,194.1,1016.0,41.2,16.8,0.0,-0.87,0.5,-0.95,0.31,-0.24,-0.97,-192.46,0.02,9.3,Autumn
2020-10-19,82.3,62.5,70.8,63.8,80.5,9.2,211.9,1015.2,47.5,15.2,0.0,-0.87,0.5,-0.95,0.31,-0.53,-0.85,-391.36,0.01,7.54,Autumn
2020-10-20,78.7,64.3,70.2,62.9,79.2,12.8,212.0,1015.4,69.5,16.7,0.0,-0.87,0.5,-0.95,0.31,-0.53,-0.85,-537.21,0.01,7.62,Autumn
2020-10-21,78.7,60.7,68.4,60.6,77.9,8.1,252.5,1016.5,27.1,18.1,0.0,-0.87,0.5,-0.95,0.31,-0.95,-0.3,-601.79,0.02,8.55,Autumn
2020-10-22,78.7,58.9,68.2,61.5,81.1,11.4,253.3,1015.0,40.7,16.8,0.0,-0.87,0.5,-0.95,0.31,-0.96,-0.29,-885.55,0.01,7.31,Autumn
2020-10-23,76.9,62.5,68.1,59.3,75.6,10.3,266.0,1013.7,54.3,18.0,0.0,-0.87,0.5,-0.95,0.31,-1.0,-0.07,-776.78,0.02,9.27,Autumn
2020-10-24,78.7,57.1,66.8,56.9,73.3,9.2,265.4,1014.7,25.0,16.3,0.0,-0.87,0.5,-0.95,0.31,-1.0,-0.08,-672.19,0.02,10.66,Autumn
2020-10-25,80.5,57.1,66.6,56.7,74.1,10.3,240.0,1017.6,25.0,17.8,0.0,-0.87,0.5,-0.95,0.31,-0.87,-0.5,-660.98,0.02,10.67,Autumn
2020-10-26,78.7,58.9,67.1,59.4,79.2,9.2,247.1,1017.8,39.7,15.4,0.0,-0.87,0.5,-0.95,0.31,-0.92,-0.39,-671.21,0.02,8.32,Autumn
2020-10-27,76.9,58.9,66.4,57.6,75.7,9.2,182.4,1017.8,50.2,17.3,0.0,-0.87,0.5,-0.95,0.31,-0.04,-1.0,-29.16,0.02,9.32,Autumn
2020-10-28,76.9,55.3,64.9,55.0,73.6,6.9,173.2,1019.6,25.0,18.5,0.0,-0.87,0.5,-0.95,0.31,0.12,-0.99,60.13,0.02,10.67,Autumn
2020-10-29,80.5,53.5,65.6,53.6,69.4,6.9,125.8,1020.7,25.0,18.6,0.0,-0.87,0.5,-0.95,0.31,0.81,-0.58,388.39,0.02,12.77,Autumn
2020-10-30,82.3,53.5,66.6,52.8,66.3,8.1,224.5,1020.2,25.0,18.5,0.0,-0.87,0.5,-0.95,0.31,-0.7,-0.71,-376.41,0.03,14.57,Autumn
2020-10-31,90.2,55.3,67.7,55.3,68.1,10.3,245.2,1019.9,24.4,17.2,0.0,-0.87,0.5,-0.95,0.31,-0.91,-0.42,-636.74,0.02,13.18,Autumn
2021-04-01,76.9,57.1,64.1,52.1,69.3,18.3,182.6,1007.5,51.8,21.8,9.9,0.87,-0.5,0.95,0.31,-0.05,-1.0,-57.53,0.02,12.49,Spring
2021-04-02,76.9,51.7,63.9,41.7,49.9,13.9,187.3,1012.3,30.8,25.2,0.0,0.87,-0.5,0.95,0.31,-0.13,-0.99,-88.13,0.04,22.9,Spring
2021-04-03,78.7,49.9,64.5,32.7,38.2,12.8,201.6,1015.5,33.9,24.8,0.0,0.87,-0.5,0.95,0.31,-0.37,-0.93,-180.0,0.06,32.48,Spring
2021-04-04,78.7,49.9,63.5,34.0,37.2,11.4,160.9,1016.0,28.2,25.9,0.0,0.87,-0.5,0.95,0.31,0.33,-0.94,138.77,0.06,30.23,Spring
2021-04-05,78.7,49.9,63.3,40.1,46.1,12.8,178.2,1018.0,25.0,26.8,0.0,0.87,-0.5,0.95,0.31,0.03,-1.0,18.53,0.05,23.97,Spring
2021-04-06,78.7,51.7,64.4,44.5,51.2,9.2,307.3,1017.3,29.3,25.7,0.0,0.87,-0.5,0.95,0.31,-0.8,0.61,-374.7,0.04,20.62,Spring
2021-04-07,80.5,53.5,66.8,49.7,56.8,8.1,206.8,1017.7,25.0,24.2,0.0,0.87,-0.5,0.95,0.31,-0.45,-0.89,-207.44,0.03,17.87,Spring
2021-04-08,82.3,57.1,68.8,48.9,54.5,16.1,282.8,1015.4,34.6,25.5,0.0,0.87,-0.5,0.95,0.31,-0.98,0.22,-855.64,0.04,20.57,Spring
2021-04-09,82.3,55.3,66.5,46.9,54.9,18.3,274.2,1016.9,46.6,26.1,0.0,0.87,-0.5,0.95,0.31,-1.0,0.07,-1001.97,0.04,20.15,Spring
2021-04-10,82.3,53.5,67.1,43.1,48.5,11.4,291.0,1018.3,24.0,27.1,1.0,0.87,-0.5,0.95,0.31,-0.93,0.36,-516.18,0.05,24.78,Spring
2021-04-11,84.1,55.3,68.9,39.4,38.6,8.1,248.2,1018.6,28.1,27.4,0.0,0.87,-0.5,0.95,0.31,-0.93,-0.37,-290.3,0.06,30.24,Spring
2021-04-12,82.3,55.3,68.0,38.8,38.5,15.0,218.5,1019.3,47.5,23.8,0.99,0.87,-0.5,0.95,0.31,-0.62,-0.78,-359.5,0.06,29.74,Spring
2021-04-13,82.3,55.3,67.0,42.0,43.5,9.2,129.9,1018.1,43.3,24.0,0.0,0.87,-0.5,0.95,0.31,0.77,-0.64,307.02,0.05,25.59,Spring
2021-04-14,84.1,55.3,69.3,46.8,48.5,10.3,238.6,1017.0,27.1,25.9,0.0,0.87,-0.5,0.95,0.31,-0.85,-0.52,-426.39,0.04,23.25,Spring
2021-04-15,84.1,58.9,69.6,49.2,51.6,30.0,289.4,1016.0,48.1,23.8,0.0,0.87,-0.5,0.95,0.31,-0.94,0.33,-1460.11,0.04,20.93,Spring
2021-04-16,75.1,57.1,62.6,52.2,71.2,10.3,118.7,1017.1,77.4,23.2,11.9,0.87,-0.5,0.95,0.31,0.88,-0.48,643.26,0.02,10.64,Spring
2021-04-17,80.5,55.3,64.7,54.3,72.3,15.0,296.1,1017.6,36.5,21.1,1.3,0.87,-0.5,0.95,0.31,-0.9,0.44,-973.91,0.02,11.05,Spring
2021-04-18,78.7,53.5,64.4,49.7,64.6,20.8,288.3,1017.3,37.6,24.1,0.3,0.87,-0.5,0.95,0.31,-0.95,0.31,-1275.72,0.03,15.34,Spring
2021-04-19,78.7,51.7,65.6,50.4,62.4,10.3,244.5,1013.2,25.0,23.9,7.4,0.87,-0.5,0.95,0.31,-0.9,-0.43,-580.11,0.03,15.96,Spring
2021-04-20,82.3,55.3,69.2,50.9,56.4,15.0,216.6,1014.0,27.1,26.5,0.0,0.87,-0.5,0.95,0.31,-0.6,-0.8,-504.41,0.04,19.04,Spring
2021-04-21,71.5,58.9,65.4,53.1,65.4,10.3,89.2,1017.9,70.1,15.4,0.0,0.87,-0.5,0.95,0.31,1.0,0.01,673.55,0.02,12.62,Spring
2021-04-22,76.9,57.1,64.7,49.3,61.9,12.8,246.3,1018.8,55.4,19.9,6.6,0.87,-0.5,0.95,0.31,-0.92,-0.4,-725.5,0.03,15.86,Spring
2021-04-23,90.8,51.7,67.7,44.5,47.0,12.8,291.9,1016.1,24.0,28.6,0.0,0.87,-0.5,0.95,0.31,-0.93,0.37,-558.19,0.05,23.98,Spring
2021-04-24,82.3,57.1,71.0,44.7,43.4,15.0,302.0,1016.5,30.8,25.6,0.0,0.87,-0.5,0.95,0.31,-0.85,0.53,-552.08,0.05,27.01,Spring
2021-04-25,85.9,57.1,71.9,45.1,42.9,13.9,231.2,1016.6,25.0,27.4,0.0,0.87,-0.5,0.95,0.31,-0.78,-0.63,-464.73,0.05,27.57,Spring
2021-04-26,84.1,58.9,72.5,47.9,44.7,12.8,186.7,1015.9,25.0,28.8,0.0,0.87,-0.5,0.95,0.31,-0.12,-0.99,-66.75,0.05,25.37,Spring
2021-04-27,85.9,58.9,72.3,47.8,44.4,16.1,187.2,1016.6,27.1,26.8,0.0,0.87,-0.5,0.95,0.31,-0.13,-0.99,-89.59,0.05,25.25,Spring
2021-04-28,84.1,58.9,72.7,49.5,46.3,13.9,201.7,1017.7,26.0,23.8,0.0,0.87,-0.5,0.95,0.31,-0.37,-0.93,-237.96,0.05,23.96,Spring
2021-04-29,80.5,58.9,66.6,54.9,68.4,13.9,109.0,1019.2,58.0,22.7,5.3,0.87,-0.5,0.95,0.31,0.95,-0.33,898.96,0.02,12.14,Spring
2021-04-30,80.5,57.1,65.7,54.3,70.9,11.4,148.8,1017.9,61.2,16.2,1.0,0.87,-0.5,0.95,0.31,0.52,-0.86,418.7,0.02,11.81,Spring
2021-05-01,78.7,58.9,66.6,57.1,73.5,15.7,164.0,1017.6,77.0,17.5,0.3,0.5,-0.87,0.95,0.31,0.28,-0.96,318.07,0.02,9.75,Spring
2021-05-02,69.7,58.9,63.4,59.6,88.1,6.9,106.4,1017.5,77.1,17.9,4.29,0.5,-0.87,0.95,0.31,0.96,-0.28,583.16,0.01,4.05,Spring
2021-05-03,78.7,57.1,67.0,60.2,81.0,19.7,281.4,1015.2,64.3,18.3,0.0,0.5,-0.87,0.95,0.31,-0.98,0.2,-1564.22,0.01,7.17,Spring
2021-05-04,75.1,60.7,65.3,60.9,86.2,15.0,155.8,1015.3,88.0,18.4,0.0,0.5,-0.87,0.95,0.31,0.41,-0.91,530.03,0.01,4.54,Spring
2021-05-05,71.5,60.7,65.8,60.0,82.3,12.8,148.9,1015.6,69.1,8.0,1.5,0.5,-0.87,0.95,0.31,0.52,-0.86,544.14,0.01,6.12,Spring
2021-05-06,75.1,58.9,67.0,58.9,76.1,6.9,109.1,1017.3,82.7,18.3,0.8,0.5,-0.87,0.95,0.31,0.94,-0.33,496.18,0.02,8.29,Spring
2021-05-07,78.7,62.5,68.0,60.0,77.6,9.2,121.3,1017.7,75.1,14.3,0.0,0.5,-0.87,0.95,0.31,0.85,-0.52,610.02,0.02,8.27,Spring
2021-05-08,78.7,60.7,68.6,56.1,65.9,12.8,257.6,1017.1,63.8,22.3,0.1,0.5,-0.87,0.95,0.31,-0.98,-0.21,-823.84,0.02,12.88,Spring
2021-05-09,80.5,58.9,68.4,53.8,61.2,18.3,217.2,1015.2,55.4,22.2,0.0,0.5,-0.87,0.95,0.31,-0.6,-0.8,-677.13,0.03,15.06,Spring
2021-05-10,75.1,60.7,66.0,59.2,79.9,8.1,100.8,1014.0,78.0,21.1,1.3,0.5,-0.87,0.95,0.31,0.98,-0.19,635.73,0.01,7.03,Spring
2021-05-11,73.3,58.2,65.1,60.1,84.5,11.4,240.0,1013.0,65.9,20.2,7.9,0.5,-0.87,0.95,0.31,-0.87,-0.5,-834.24,0.01,5.35,Spring
2021-05-12,69.7,60.7,64.7,60.6,87.0,11.4,123.6,1011.4,77.0,10.3,7.1,0.5,-0.87,0.95,0.31,0.83,-0.55,826.09,0.01,4.34,Spring
2021-05-13,71.5,58.9,63.9,59.2,85.6,5.8,96.4,1012.2,73.3,17.0,5.1,0.5,-0.87,0.95,0.31,0.99,-0.11,493.39,0.01,4.98,Spring
2021-05-14,87.2,57.1,68.6,57.7,71.2,12.8,299.2,1010.6,41.4,21.8,0.0,0.5,-0.87,0.95,0.31,-0.87,0.49,-795.55,0.02,11.5,Spring
2021-05-15,82.3,58.6,70.5,57.4,66.2,13.9,295.9,1012.9,34.3,24.9,0.0,0.5,-0.87,0.95,0.31,-0.9,0.44,-827.76,0.03,13.77,Spring
2021-06-16,76.9,67.9,70.8,69.6,96.3,10.3,276.9,1007.2,89.4,8.3,4.8,0.0,-1.0,-0.59,-0.81,-0.99,0.12,-984.71,0.0,1.31,Monsoon
2021-06-17,78.7,67.9,72.7,69.5,90.3,9.2,253.9,1008.3,88.2,16.8,8.79,0.0,-1.0,-0.59,-0.81,-0.96,-0.28,-798.18,0.01,3.33,Monsoon
2021-06-18,80.5,69.7,74.4,69.9,86.7,6.9,224.0,1009.0,80.6,13.1,0.3,0.0,-1.0,-0.59,-0.81,-0.69,-0.72,-415.57,0.01,4.7,Monsoon
2021-06-19,82.3,68.3,73.2,68.0,84.9,10.3,153.4,1008.8,89.5,13.2,0.3,0.0,-1.0,-0.59,-0.81,0.45,-0.89,391.55,0.01,5.31,Monsoon
2021-06-20,76.9,69.7,72.0,68.9,90.1,8.1,170.8,1009.4,88.0,6.8,2.8,0.0,-1.0,-0.59,-0.81,0.16,-0.99,116.68,0.01,3.23,Monsoon
2021-06-21,82.3,67.9,74.4,68.6,82.8,12.8,178.5,1009.6,69.5,16.7,0.0,0.0,-1.0,-0.59,-0.81,0.03,-1.0,27.74,0.01,6.11,Monsoon
2021-06-22,84.1,69.7,76.1,69.3,80.3,16.1,195.2,1010.2,68.2,15.8,0.0,0.0,-1.0,-0.59,-0.81,-0.26,-0.97,-338.97,0.01,7.13,Monsoon
2021-06-23,80.5,71.5,74.6,70.7,88.3,9.2,173.1,1011.8,83.0,14.2,1.3,0.0,-1.0,-0.59,-0.81,0.12,-0.99,97.59,0.01,4.08,Monsoon
2021-06-24,84.1,69.7,75.9,69.7,82.4,10.3,235.4,1010.8,81.7,13.4,7.4,0.0,-1.0,-0.59,-0.81,-0.82,-0.57,-698.61,0.01,6.39,Monsoon
2021-06-25,76.9,69.7,72.6,69.9,91.2,11.4,218.0,1009.8,88.0,10.5,2.8,0.0,-1.0,-0.59,-0.81,-0.62,-0.79,-640.09,0.01,2.83,Monsoon
2021-06-26,75.1,67.9,70.9,68.9,93.7,6.9,138.0,1012.3,89.5,3.7,34.8,0.0,-1.0,-0.59,-0.81,0.67,-0.74,432.61,0.0,2.12,Monsoon
2021-06-27,92.9,69.3,74.9,70.0,85.5,8.1,166.9,1011.8,81.9,16.1,4.3,0.0,-1.0,-0.59,-0.81,0.23,-0.97,156.97,0.01,5.09,Monsoon
2021-06-28,80.5,67.4,74.7,69.6,84.7,8.1,262.7,1010.1,81.9,16.5,0.0,0.0,-1.0,-0.59,-0.81,-0.99,-0.13,-680.51,0.01,5.29,Monsoon
2021-06-29,82.3,69.7,75.3,70.4,85.4,8.1,235.3,1009.2,86.9,12.5,0.0,0.0,-1.0,-0.59,-0.81,-0.82,-0.57,-568.71,0.01,5.04,Monsoon
2021-06-30,78.7,71.5,73.6,71.6,93.6,9.2,182.8,1006.9,86.4,4.5,2.5,0.0,-1.0,-0.59,-0.81,-0.05,-1.0,-42.07,0.0,2.14,Monsoon
2021-07-01,75.1,66.1,70.6,69.4,96.2,6.9,95.0,1006.8,91.0,4.7,53.1,-0.5,-0.87,-0.59,-0.81,1.0,-0.09,661.25,0.0,1.3,Monsoon
2021-07-02,73.3,66.1,69.8,69.0,97.6,4.7,96.2,1007.8,95.5,4.1,46.0,-0.5,-0.87,-0.59,-0.81,0.99,-0.11,456.04,0.0,0.85,Monsoon
2021-07-03,80.5,67.9,72.6,69.3,90.2,10.3,196.0,1010.0,81.6,5.7,6.1,-0.5,-0.87,-0.59,-0.81,-0.28,-0.96,-256.08,0.01,3.49,Monsoon
2021-07-04,80.5,69.7,74.5,69.6,85.4,9.2,214.9,1011.8,86.4,17.3,0.3,-0.5,-0.87,-0.59,-0.81,-0.57,-0.82,-449.52,0.01,5.05,Monsoon
2021-07-05,84.1,71.0,74.5,71.2,90.5,11.4,184.8,1011.8,87.3,18.7,10.4,-0.5,-0.87,-0.59,-0.81,-0.08,-1.0,-86.33,0.01,3.44,Monsoon
2021-07-06,84.1,69.7,75.8,71.4,87.0,12.8,231.2,1009.8,76.4,16.4,0.0,-0.5,-0.87,-0.59,-0.81,-0.78,-0.63,-867.87,0.01,4.65,Monsoon
2021-07-07,82.3,69.7,75.7,70.9,85.6,12.8,196.1,1009.3,84.9,12.5,0.0,-0.5,-0.87,-0.59,-0.81,-0.28,-0.96,-303.85,0.01,4.96,Monsoon
2021-07-08,76.9,69.7,72.3,70.9,95.5,8.1,136.8,1011.6,87.3,8.5,20.6,-0.5,-0.87,-0.59,-0.81,0.68,-0.73,529.53,0.0,1.54,Monsoon
2021-07-09,82.3,69.7,73.6,70.6,91.0,11.4,207.5,1011.2,86.3,11.6,20.3,-0.5,-0.87,-0.59,-0.81,-0.46,-0.89,-479.02,0.01,3.15,Monsoon
2021-07-10,87.2,69.7,74.1,70.9,90.9,11.4,183.9,1010.5,86.3,11.7,69.3,-0.5,-0.87,-0.59,-0.81,-0.07,-1.0,-70.48,0.01,3.35,Monsoon
2021-07-11,78.7,69.7,72.2,70.5,94.6,6.9,131.4,1014.2,88.0,8.8,0.0,-0.5,-0.87,-0.59,-0.81,0.75,-0.66,489.63,0.0,1.83,Monsoon
2021-07-12,89.0,68.3,73.5,70.7,91.8,8.1,158.0,1013.9,86.7,16.0,14.5,-0.5,-0.87,-0.59,-0.81,0.37,-0.93,278.55,0.01,2.95,Monsoon
2021-07-13,84.1,69.7,74.5,70.3,88.1,11.4,46.0,1013.5,78.0,14.9,28.4,-0.5,-0.87,-0.59,-0.81,0.72,0.69,722.46,0.01,4.43,Monsoon
2021-07-14,80.5,69.7,74.1,70.9,90.5,9.2,254.3,1012.9,86.4,11.3,0.2,-0.5,-0.87,-0.59,-0.81,-0.96,-0.27,-801.54,0.01,3.35,Monsoon
2021-07-15,80.5,67.9,73.0,69.3,89.0,5.8,102.8,1013.8,84.3,6.2,1.3,-0.5,-0.87,-0.59,-0.81,0.98,-0.22,503.37,0.01,3.87,Monsoon
2021-07-16,75.1,69.7,71.7,70.2,95.0,8.1,341.0,1014.8,81.8,7.4,1.5,-0.5,-0.87,-0.59,-0.81,-0.33,0.95,-250.52,0.0,1.7,Monsoon
2021-07-17,82.3,68.1,72.3,70.3,94.1,8.1,111.6,1012.3,89.4,10.5,8.9,-0.5,-0.87,-0.59,-0.81,0.93,-0.37,708.68,0.0,2.12,Monsoon
2021-07-18,82.3,69.7,74.4,70.6,88.7,11.4,209.1,1010.5,88.0,4.5,2.5,-0.5,-0.87,-0.59,-0.81,-0.49,-0.87,-491.77,0.01,3.93,Monsoon
2021-07-19,80.5,71.5,74.6,71.1,88.9,6.9,203.8,1009.0,88.0,12.9,1.0,-0.5,-0.87,-0.59,-0.81,-0.4,-0.91,-247.54,0.01,3.63,Monsoon
2021-07-20,78.7,69.7,72.6,71.3,96.2,6.9,177.6,1008.6,88.5,7.3,0.0,-0.5,-0.87,-0.59,-0.81,0.04,-1.0,27.8,0.0,1.42,Monsoon
2021-07-21,78.7,69.7,72.9,71.1,94.4,11.4,169.5,1007.7,88.0,12.2,3.3,-0.5,-0.87,-0.59,-0.81,0.18,-0.98,196.11,0.0,1.93,Monsoon
2021-07-22,84.1,69.5,75.1,71.3,88.6,9.2,180.9,1006.9,86.9,9.9,7.9,-0.5,-0.87,-0.59,-0.81,-0.02,-1.0,-12.8,0.01,3.94,Monsoon
2021-07-23,85.9,69.7,76.2,71.8,86.8,11.4,229.4,1007.5,84.8,17.1,0.0,-0.5,-0.87,-0.59,-0.81,-0.76,-0.65,-751.31,0.01,4.56,Monsoon
2021-07-24,87.7,69.7,77.1,72.2,86.3,11.4,164.7,1008.4,75.3,16.0,42.9,-0.5,-0.87,-0.59,-0.81,0.26,-0.96,259.6,0.01,5.16,Monsoon
2021-07-25,84.1,69.7,75.4,71.6,88.5,13.9,211.0,1008.7,88.0,12.4,10.9,-0.5,-0.87,-0.59,-0.81,-0.52,-0.86,-633.57,0.01,3.93,Monsoon
2021-07-26,76.9,69.7,73.1,71.1,93.6,3.4,221.5,1007.3,89.0,5.3,26.9,-0.5,-0.87,-0.59,-0.81,-0.66,-0.75,-210.87,0.0,2.12,Monsoon
2021-07-27,80.5,69.7,74.1,71.2,91.1,12.8,182.1,1005.4,86.3,8.8,0.0,-0.5,-0.87,-0.59,-0.81,-0.04,-1.0,-42.73,0.01,3.04,Monsoon
2021-07-28,84.1,67.9,74.3,70.2,88.3,9.2,17.9,1006.2,90.8,13.6,17.5,-0.5,-0.87,-0.59,-0.81,0.31,0.95,249.68,0.01,4.2,Monsoon
2021-07-29,84.1,67.9,75.3,70.1,84.8,12.8,245.0,1006.7,67.5,16.4,18.5,-0.5,-0.87,-0.59,-0.81,-0.91,-0.42,-983.74,0.01,5.53,Monsoon
2021-07-30,82.3,69.7,74.7,71.2,89.5,8.1,224.6,1008.0,88.0,12.1,9.9,-0.5,-0.87,-0.59,-0.81,-0.7,-0.71,-509.03,0.01,3.63,Monsoon
2021-07-31,84.1,69.7,76.8,71.1,83.6,11.4,147.9,1008.4,82.2,14.4,9.1,-0.5,-0.87,-0.59,-0.81,0.53,-0.85,506.44,0.01,5.89,Monsoon
2021-08-01,84.1,69.7,75.3,70.7,86.5,15.0,203.7,1007.8,83.8,11.6,0.3,-0.87,-0.5,-0.59,-0.81,-0.4,-0.92,-521.53,0.01,4.77,Monsoon
2021-08-02,80.5,70.4,74.5,70.8,88.6,11.4,194.4,1008.8,83.8,9.6,2.31,-0.87,-0.5,-0.59,-0.81,-0.25,-0.97,-251.19,0.01,3.87,Monsoon
2021-08-03,82.3,69.7,74.9,71.2,89.2,10.3,185.3,1010.2,86.9,15.6,0.0,-0.87,-0.5,-0.59,-0.81,-0.09,-1.0,-84.87,0.01,3.84,Monsoon
2021-08-04,76.9,69.7,72.3,70.6,94.7,6.9,186.2,1011.3,88.0,11.0,4.3,-0.87,-0.5,-0.59,-0.81,-0.11,-0.99,-70.57,0.0,1.83,Monsoon
2021-08-05,84.1,67.9,74.0,68.3,83.4,11.4,153.6,1010.0,88.5,9.7,0.8,-0.87,-0.5,-0.59,-0.81,0.44,-0.9,422.74,0.01,5.83,Monsoon
2021-08-06,87.7,69.7,76.3,70.7,84.1,9.2,285.7,1009.8,86.9,13.9,10.7,-0.87,-0.5,-0.59,-0.81,-0.96,0.27,-744.85,0.01,5.74,Monsoon
2021-08-07,80.5,69.7,75.0,70.7,86.7,11.4,199.1,1011.2,87.2,16.3,7.4,-0.87,-0.5,-0.59,-0.81,-0.33,-0.94,-323.42,0.01,4.44,Monsoon
2021-08-08,82.3,69.2,73.9,71.0,91.1,17.2,171.9,1012.7,85.7,5.7,14.0,-0.87,-0.5,-0.59,-0.81,0.14,-0.99,220.78,0.01,3.06,Monsoon
2021-08-09,84.1,69.7,74.9,71.3,89.3,10.3,198.0,1012.3,81.7,13.4,18.0,-0.87,-0.5,-0.59,-0.81,-0.31,-0.95,-284.23,0.01,3.8,Monsoon
2021-08-10,84.1,69.7,75.4,71.2,87.5,12.8,194.3,1009.7,79.0,11.4,0.5,-0.87,-0.5,-0.59,-0.81,-0.25,-0.97,-276.64,0.01,4.42,Monsoon
2021-08-11,84.1,69.7,76.0,71.4,86.5,12.8,194.4,1010.1,64.3,11.0,0.8,-0.87,-0.5,-0.59,-0.81,-0.25,-0.97,-275.35,0.01,4.97,Monsoon
2021-08-12,82.3,70.4,74.4,72.2,93.3,9.2,165.4,1011.8,88.5,7.7,10.4,-0.87,-0.5,-0.59,-0.81,0.25,-0.97,216.37,0.0,2.33,Monsoon
2021-08-13,80.5,71.5,74.8,71.8,90.9,11.4,198.5,1010.3,88.0,3.7,3.3,-0.87,-0.5,-0.59,-0.81,-0.32,-0.95,-328.81,0.01,3.13,Monsoon
2021-08-14,82.3,69.7,74.7,71.5,90.1,9.2,138.6,1007.9,86.4,2.3,4.6,-0.87,-0.5,-0.59,-0.81,0.66,-0.75,548.17,0.01,3.34,Monsoon
2021-08-15,80.5,69.7,73.9,70.9,90.8,9.2,152.4,1010.0,86.4,5.8,5.6,-0.87,-0.5,-0.59,-0.81,0.46,-0.89,387.02,0.01,3.15,Monsoon
