datetime,temp,dew,humidity,sealevelpressure,precipitation,temp_EMA_3_days,humidity_lag_3_days,season_sin,season_cos,winddir_sin,winddir_cos,moisture_flux,temperature_inversion_index
2016-07-30,22.6,67.8,85.1,1012.0,11.9888,22.479852868616582,86.9,-0.587785252292473,-0.8090169943749476,-0.3288666467385831,-0.9443763702374812,-257.47627506457144,-0.0904
2016-07-31,22.9,69.6,88.9,1011.4,2.8,22.68992643430829,89.7,-0.587785252292473,-0.8090169943749476,0.9892723329629884,-0.1460830285624117,413.34765888192544,-0.0934
2016-08-01,22.2,68.2,88.5,1010.4,9.1,22.444963217154147,86.9,-0.587785252292473,-0.8090169943749476,0.2689198206152657,-0.963162566797658,245.13386248184557,-0.092
2016-08-02,22.9,68.2,85.2,1008.3,1.8,22.672481608577076,85.1,-0.587785252292473,-0.8090169943749476,-0.6691306063588582,-0.7431448254773942,-855.1489149266208,-0.0906
2016-08-03,23.9,69.3,83.5,1008.5,1.0,23.286240804288536,88.9,-0.587785252292473,-0.8090169943749476,-0.9245460336123132,-0.3810703763502739,-710.236263020979,-0.0907999999999999
2016-08-04,24.3,70.2,84.0,1009.1,7.6,23.793120402144268,88.5,-0.587785252292473,-0.8090169943749476,-0.1890954429898913,-0.9819587126964436,-220.7878392349971,-0.0918
2016-08-05,24.6,71.0,85.1,1010.1,0.0,24.19656020107213,85.2,-0.587785252292473,-0.8090169943749476,-0.2283508701106555,-0.9735789028731604,-312.86581064731024,-0.0928
2016-08-06,24.0,70.0,84.9,1010.1,13.2,24.098280100536066,83.5,-0.587785252292473,-0.8090169943749476,-0.1027925367872469,-0.9947028171171742,-70.68939962322185,-0.092
2016-08-07,24.4,69.3,80.9,1010.5,0.4064,24.249140050268032,84.0,-0.587785252292473,-0.8090169943749476,-0.4003490325568949,-0.9163627295622396,-450.19649060055406,-0.0897999999999999
2016-08-08,23.7,69.7,85.9,1010.7,2.0,23.97457002513401,85.1,-0.587785252292473,-0.8090169943749476,-0.1097343110910454,-0.9939609554551796,-141.39265984081203,-0.092
2016-08-09,23.6,69.0,84.2,1009.5,2.3,23.787285012567008,84.9,-0.587785252292473,-0.8090169943749476,-0.1873813145857247,-0.9822872507286886,-219.30734296484056,-0.0907999999999999
2016-08-10,23.0,68.8,86.1,1010.6,0.2032,23.393642506283506,80.9,-0.587785252292473,-0.8090169943749476,-0.8452618332218558,-0.5343523493898269,-1091.6556576060268,-0.0916
2016-08-11,23.5,68.4,82.6,1011.8,10.9,23.446821253141756,85.9,-0.587785252292473,-0.8090169943749476,-0.9933727656003964,0.1149371504928672,-664.625982552601,-0.0898
2016-08-12,23.5,70.1,87.3,1011.1,0.0,23.473410626570875,84.2,-0.587785252292473,-0.8090169943749476,-0.5906056676199251,-0.8069603121438021,-716.6822594867505,-0.0931999999999999
2016-08-13,24.1,69.9,84.5,1010.0,10.4,23.78670531328544,86.1,-0.587785252292473,-0.8090169943749476,0.40354529635239,-0.9149596678498249,313.71611338434803,-0.0916
2016-08-14,23.9,70.3,85.6,1008.9,0.8,23.84335265664272,82.6,-0.587785252292473,-0.8090169943749476,0.3729877825758092,-0.92783625389892,328.8558681414395,-0.0928
2016-08-15,24.0,69.9,84.2,1007.5,0.5,23.92167632832136,87.3,-0.587785252292473,-0.8090169943749476,0.2147353271670631,-0.976672278334168,186.2313598389072,-0.0918
2016-08-16,23.5,69.4,85.8,1006.8,19.6,23.71083816416068,84.5,-0.587785252292473,-0.8090169943749476,0.3023698907504446,-0.9531906677929468,389.15004939582224,-0.0918
2016-08-17,23.3,68.0,82.8,1007.7,4.6,23.50541908208034,85.6,-0.587785252292473,-0.8090169943749476,-0.7954734808548956,-0.6059884002657114,-678.4116034122892,-0.0894
2016-08-18,23.8,69.7,84.7,1008.0,0.0,23.65270954104017,84.2,-0.587785252292473,-0.8090169943749476,-0.1079993557060226,-0.9941509639723154,-74.09511796923097,-0.0918
2016-08-19,24.0,69.5,83.3,1010.3,0.5,23.826354770520084,85.8,-0.587785252292473,-0.8090169943749476,-0.4430711908241798,-0.8964864303834404,-472.4202265043736,-0.091
2016-08-20,24.6,70.6,83.5,1010.2,5.1,24.21317738526004,82.8,-0.587785252292473,-0.8090169943749476,-0.9914448613738104,-0.1305261922200516,-761.6279425073611,-0.0919999999999999
2016-08-21,24.2,70.5,85.4,1010.8,2.5,24.20658869263002,84.7,-0.587785252292473,-0.8090169943749476,-0.0104717841162454,-0.999945169365512,-9.211190744331835,-0.0925999999999999
2016-08-22,22.7,69.0,88.2,1012.5,8.9,23.45329434631501,83.3,-0.587785252292473,-0.8090169943749476,-0.2890317969444718,-0.9573194975320672,-206.4900963730696,-0.0925999999999999
2016-08-23,23.3,68.1,82.8,1013.2,2.3,23.376647173157508,83.5,-0.587785252292473,-0.8090169943749476,-0.355106962408137,-0.9348256763960144,-376.35656303863993,-0.0896
2016-08-24,24.3,68.4,79.0,1013.2,0.0,23.838323586578756,85.4,-0.587785252292473,-0.8090169943749476,0.5015107371594573,-0.8651514205697045,364.4980037674935,-0.0882
2016-08-25,25.4,68.9,75.7,1014.0,0.0,24.619161793289376,88.2,-0.587785252292473,-0.8090169943749476,-0.7289686274214116,-0.6845471059286886,-507.6829108813679,-0.087
2016-08-26,23.6,68.0,81.3,1015.7,15.5,24.109580896644687,82.8,-0.587785252292473,-0.8090169943749476,0.1495353434437096,-0.9887563810470058,155.612459801262,-0.0888
2016-08-27,25.5,69.6,77.4,1016.0,0.0,24.804790448322343,79.0,-0.587785252292473,-0.8090169943749476,0.305695304963106,-0.9521293927421386,163.2596345685964,-0.0881999999999999
2016-08-28,24.3,68.4,78.8,1015.8,0.0,24.55239522416117,75.7,-0.587785252292473,-0.8090169943749476,-0.6845471059286884,-0.7289686274214118,-555.6058130559607,-0.0882
2016-08-29,23.7,68.3,81.8,1013.1,0.5,24.12619761208059,81.3,-0.587785252292473,-0.8090169943749476,-0.9438009515832294,0.3305143927132232,-710.266844123475,-0.0891999999999999
2016-08-30,23.3,68.7,84.0,1011.7,0.5,23.713098806040293,77.4,-0.587785252292473,-0.8090169943749476,-0.5015107371594574,-0.8651514205697044,-387.5674976768286,-0.0908
2016-08-31,23.2,68.8,85.7,1011.4,10.3886,23.456549403020148,78.8,-0.587785252292473,-0.8090169943749476,-0.9335804264972016,-0.3583679495453007,-912.089405079236,-0.0911999999999999
2016-09-01,23.8,68.9,82.5,1010.5,0.0,23.628274701510072,81.8,-0.587785252292473,-0.8090169943749476,-0.963630453208623,-0.267238376078257,-818.8449776140275,-0.0902
2016-09-02,23.9,69.0,82.4,1008.3,0.0,23.76413735075504,84.0,-0.587785252292473,-0.8090169943749476,-0.9916711623830904,-0.128795596577562,-841.6511489377766,-0.0902
2016-09-03,22.6,69.1,89.3,1008.2,62.00139999999999,23.18206867537752,85.7,-0.587785252292473,-0.8090169943749476,-0.4570979270586938,-0.8894163732912976,-567.3819439201449,-0.0929999999999999
2016-09-04,22.1,68.1,88.4,1010.8,19.304,22.64103433768876,82.5,-0.587785252292473,-0.8090169943749476,-0.6293203910498376,-0.7771459614569708,-322.6651508990727,-0.0919999999999999
2016-09-05,23.4,68.8,84.3,1010.8,0.0,23.02051716884438,82.4,-0.587785252292473,-0.8090169943749476,-0.2973748740777861,-0.9547607995027974,-203.05648526653468,-0.0907999999999999
2016-09-06,22.6,69.0,88.8,1012.1,2.0,22.81025858442219,89.3,-0.587785252292473,-0.8090169943749476,-0.371367835550235,-0.9284858268809136,-267.117456754573,-0.0928
