datetime,tempmax,tempmin,temp,dew,humidity,windspeed,winddir,sealevelpressure,cloudcover,solarenergy,precipitation,month,season,month_sin,month_cos,season_number,season_sin,season_cos,winddir_sin,winddir_cos,orographic_precipitation_potential,valley_temperature_inversion_index,urban_heat_island_effect_refined
2019-11-05,73.3,57.1,63.5,55.5,77.8,12.8,201.4,1016.3,25.0,11.7,0.0,11,Autumn,-0.5000000000000004,0.8660254037844384,4,-0.9510565162951536,0.30901699437494723,-0.36487678433761983,-0.9310558158625283,-363.35889691477536,0.016,8.7663
2019-11-06,73.3,53.5,62.2,55.1,79.6,9.2,179.6,1015.8,25.0,12.9,0.0,11,Autumn,-0.5000000000000004,0.8660254037844384,4,-0.9510565162951536,0.30901699437494723,0.006981260297961684,-0.9999756307053947,5.1125165414033,0.014200000000000003,7.865800000000002
2019-11-07,76.9,55.3,64.4,56.7,78.7,9.2,222.1,1017.0,25.0,13.5,0.0,11,Autumn,-0.5000000000000004,0.8660254037844384,4,-0.9510565162951536,0.30901699437494723,-0.6704266189587991,-0.7419758409756164,-485.41568919092884,0.015400000000000006,8.467000000000002
2019-11-08,73.5,55.3,63.5,56.9,80.9,5.8,142.0,1019.2,27.7,11.8,0.0,11,Autumn,-0.5000000000000004,0.8660254037844384,4,-0.9510565162951536,0.30901699437494723,0.6156614753256584,-0.7880107536067219,288.88067745230546,0.013200000000000003,7.342200000000001
2019-11-09,75.1,55.3,63.2,56.4,80.9,9.2,238.8,1019.3,25.0,14.1,0.0,11,Autumn,-0.5000000000000004,0.8660254037844384,4,-0.9510565162951536,0.30901699437494723,-0.8553642601605066,-0.5180270093731303,-636.6305115522619,0.013600000000000008,7.569300000000004
2019-11-10,75.1,53.5,62.8,56.1,81.0,10.3,264.2,1018.5,25.4,15.2,0.0,11,Autumn,-0.5000000000000004,0.8660254037844384,4,-0.9510565162951536,0.30901699437494723,-0.9948807088287882,-0.10105629718294645,-830.0289753758581,0.013399999999999992,7.464499999999996
2019-11-11,71.5,53.5,62.2,55.2,79.9,9.2,260.5,1017.0,25.2,15.3,0.0,11,Autumn,-0.5000000000000004,0.8660254037844384,4,-0.9510565162951536,0.30901699437494723,-0.9862856015372314,-0.1650476058606773,-724.9988199779881,0.014,7.765
2019-11-12,73.3,51.7,61.7,55.5,82.2,8.1,201.0,1018.7,25.2,14.6,0.0,11,Autumn,-0.5000000000000004,0.8660254037844384,4,-0.9510565162951536,0.30901699437494723,-0.35836794954530043,-0.9335804264972017,-238.60854816625195,0.012400000000000007,6.966700000000003
2019-11-13,75.1,55.3,63.0,56.2,81.0,8.1,165.7,1021.6,25.0,14.2,0.0,11,Autumn,-0.5000000000000004,0.8660254037844384,4,-0.9510565162951536,0.30901699437494723,0.24699901272274305,-0.9690157314068695,162.0560522473917,0.013599999999999994,7.571599999999997
2019-11-14,76.9,53.5,63.4,54.7,77.0,10.3,166.6,1023.1,25.0,11.6,0.0,11,Autumn,-0.5000000000000004,0.8660254037844384,4,-0.9510565162951536,0.30901699437494723,0.23174790349415755,-0.9727758782093965,183.79926226121637,0.017399999999999992,9.473099999999995
2019-11-15,76.9,53.5,63.4,54.3,75.5,10.3,239.3,1021.1,25.0,15.6,0.0,11,Autumn,-0.5000000000000004,0.8660254037844384,4,-0.9510565162951536,0.30901699437494723,-0.8598522715968736,-0.5105429179116054,-668.6641190073087,0.018200000000000004,9.871100000000002
2019-11-16,73.3,53.5,61.8,56.0,82.9,11.4,276.5,1019.7,25.0,13.6,0.0,11,Winter,-0.5000000000000004,0.8660254037844384,5,-2.4492935982947064e-16,1.0,-0.9935718556765876,0.11320321376790658,-938.9850179257159,0.011599999999999994,6.569699999999997
2019-11-17,73.3,55.3,63.3,57.3,82.3,9.2,248.2,1018.3,25.0,14.1,0.0,11,Winter,-0.5000000000000004,0.8660254037844384,5,-2.4492935982947064e-16,1.0,-0.9284858268809134,-0.3713678355502353,-703.0123286811522,0.012,6.7683
2019-11-18,69.7,57.1,62.8,55.3,78.2,8.1,192.0,1018.8,25.0,12.7,0.0,11,Winter,-0.5000000000000004,0.8660254037844384,5,-2.4492935982947064e-16,1.0,-0.2079116908177595,-0.9781476007338056,-131.69542319778523,0.015,8.2688
2019-11-19,73.3,53.5,61.4,54.2,79.6,9.2,181.3,1018.2,27.3,13.8,0.2032,11,Winter,-0.5000000000000004,0.8660254037844384,5,-2.4492935982947064e-16,1.0,-0.0226873335727816,-0.9997426093226983,-16.61438812201942,0.014399999999999991,7.945199999999996
2019-11-20,71.5,53.5,61.2,53.9,79.1,8.1,208.5,1019.6,25.0,10.2,0.0,11,Winter,-0.5000000000000004,0.8660254037844384,5,-2.4492935982947064e-16,1.0,-0.4771587602596084,-0.8788171126619654,-305.72038928593366,0.014600000000000009,8.069600000000005
2019-11-21,71.5,55.3,61.4,53.5,77.0,9.2,227.3,1021.1,25.0,11.2,0.0,11,Winter,-0.5000000000000004,0.8660254037844384,5,-2.4492935982947064e-16,1.0,-0.7349145951499599,-0.6781596698680706,-520.6134992042316,0.015799999999999998,8.6711
2019-11-22,69.7,53.5,59.9,52.8,79.3,9.2,238.0,1021.0,25.0,11.6,0.0,11,Winter,-0.5000000000000004,0.8660254037844384,5,-2.4492935982947064e-16,1.0,-0.848048096156426,-0.529919264233205,-618.7019690318821,0.014200000000000003,7.871000000000002
2019-11-23,71.5,49.9,59.2,52.1,79.7,8.1,222.1,1019.8,25.0,9.4,0.0,11,Winter,-0.5000000000000004,0.8660254037844384,5,-2.4492935982947064e-16,1.0,-0.6704266189587991,-0.7419758409756164,-432.80731240123185,0.014200000000000003,7.8698000000000015
2019-11-24,71.5,51.3,59.1,54.1,85.0,8.1,247.6,1018.9,31.8,13.1,0.0,11,Winter,-0.5000000000000004,0.8660254037844384,5,-2.4492935982947064e-16,1.0,-0.9245460336123132,-0.38107037635027396,-636.5499441420776,0.01,5.700900000000001
2019-11-25,67.9,53.5,59.9,54.0,82.2,9.2,228.0,1020.8,27.7,9.1,0.0,11,Winter,-0.5000000000000004,0.8660254037844384,5,-2.4492935982947064e-16,1.0,-0.7431448254773944,-0.6691306063588581,-561.9958428190247,0.011799999999999998,6.643799999999998
2019-11-26,71.5,53.5,61.0,53.6,78.1,9.2,238.4,1021.0,25.0,14.4,0.0,11,Winter,-0.5000000000000004,0.8660254037844384,5,-2.4492935982947064e-16,1.0,-0.8517269341430478,-0.5239859059700788,-611.9828367204626,0.014799999999999997,8.171
2019-11-27,71.5,48.1,58.5,51.3,79.2,8.1,232.7,1021.7,25.2,13.2,0.0,11,Winter,-0.5000000000000004,0.8660254037844384,5,-2.4492935982947064e-16,1.0,-0.7954734808548956,-0.6059884002657114,-510.3121474380326,0.014400000000000007,7.969700000000002
2019-11-28,73.3,48.1,57.8,46.9,71.6,9.2,255.4,1021.9,30.5,13.8,0.0,11,Winter,-0.5000000000000004,0.8660254037844384,5,-2.4492935982947064e-16,1.0,-0.9677091704819711,-0.25206935824311394,-637.4493847798839,0.021799999999999996,11.6169
2019-11-29,69.7,46.3,56.8,44.4,66.5,8.1,46.5,1020.6,25.0,13.6,0.0,11,Winter,-0.5000000000000004,0.8660254037844384,5,-2.4492935982947064e-16,1.0,0.7253743710122876,0.688354575693754,390.72290494576873,0.024799999999999996,13.170599999999999
2019-11-30,69.7,46.3,55.8,45.3,71.3,11.4,307.8,1019.4,25.0,15.9,0.0,11,Winter,-0.5000000000000004,0.8660254037844384,5,-2.4492935982947064e-16,1.0,-0.7901550123756901,0.6129070536529769,-642.2537971592084,0.021,11.269400000000001
2019-12-01,67.9,42.7,54.3,43.4,70.4,10.3,249.0,1019.3,25.0,15.4,0.1016,12,Winter,-2.4492935982947064e-16,1.0,5,-2.4492935982947064e-16,1.0,-0.9335804264972016,-0.3583679495453007,-676.9578388616509,0.021799999999999996,11.669299999999998
2019-12-02,64.3,42.7,53.1,46.3,79.7,9.2,228.9,1019.8,25.0,13.7,0.3048,12,Winter,-2.4492935982947064e-16,1.0,5,-2.4492935982947064e-16,1.0,-0.7535633923016379,-0.6573752457940957,-552.542821771253,0.013600000000000008,7.569800000000004
2019-12-03,64.3,48.1,54.3,46.7,78.1,8.1,226.6,1019.5,25.0,14.2,0.1016,12,Winter,-2.4492935982947064e-16,1.0,5,-2.4492935982947064e-16,1.0,-0.7265746709709758,-0.6870875108044231,-459.638402602949,0.015199999999999988,8.369499999999995
2019-12-04,67.9,44.5,53.7,46.2,78.6,10.3,171.0,1022.8,25.0,15.1,0.0,12,Winter,-2.4492935982947064e-16,1.0,5,-2.4492935982947064e-16,1.0,0.15643446504023098,-0.9876883405951377,126.6462142072702,0.015,8.2728
2019-12-05,67.9,42.7,53.8,45.6,77.0,6.9,207.9,1025.5,25.0,14.4,0.0,12,Winter,-2.4492935982947064e-16,1.0,5,-2.4492935982947064e-16,1.0,-0.46792981426057356,-0.8837656300886934,-248.61111031664274,0.01639999999999999,8.975499999999997
2019-12-06,67.9,40.9,52.9,41.9,70.9,8.1,173.1,1025.0,25.2,14.4,0.0,12,Winter,-2.4492935982947064e-16,1.0,5,-2.4492935982947064e-16,1.0,0.12013683883464728,-0.9927573419294455,68.99338517434958,0.022,11.773
2019-12-07,66.1,42.7,53.1,42.1,70.1,8.1,183.2,1023.3,25.0,14.4,0.0,12,Winter,-2.4492935982947064e-16,1.0,5,-2.4492935982947064e-16,1.0,-0.05582150499316376,-0.998440764181981,-31.69600875016831,0.022,11.773299999999999
2019-12-08,66.1,40.9,52.1,41.6,71.7,8.1,186.3,1022.2,25.0,14.5,0.0,12,Winter,-2.4492935982947064e-16,1.0,5,-2.4492935982947064e-16,1.0,-0.10973431109104541,-0.9939609554551797,-63.73039585234645,0.021,11.2722
2019-12-09,64.3,42.7,52.0,43.8,76.4,11.4,199.2,1021.3,25.0,14.9,0.0,12,Winter,-2.4492935982947064e-16,1.0,5,-2.4492935982947064e-16,1.0,-0.3288666467385831,-0.9443763702374811,-286.4296946434364,0.016400000000000005,8.971300000000003
2019-12-10,64.3,42.7,52.6,45.3,78.7,8.1,215.0,1018.5,25.0,10.6,0.0,12,Winter,-2.4492935982947064e-16,1.0,5,-2.4492935982947064e-16,1.0,-0.5735764363510462,-0.8191520442889918,-365.63777088070134,0.014600000000000009,8.068500000000004
2019-12-11,64.3,44.5,53.4,46.0,78.7,9.2,238.2,1017.3,28.1,7.4,0.0,12,Winter,-2.4492935982947064e-16,1.0,5,-2.4492935982947064e-16,1.0,-0.8498926929868638,-0.5269557954966778,-615.3563054302087,0.014799999999999997,8.136299999999999
2019-12-12,60.7,48.1,53.1,48.0,83.7,5.8,172.5,1020.0,25.0,5.9,0.0,12,Winter,-2.4492935982947064e-16,1.0,5,-2.4492935982947064e-16,1.0,0.13052619222005157,-0.9914448613738104,63.365245275146236,0.010200000000000002,5.870000000000001
2019-12-13,53.5,48.1,50.3,48.4,93.4,10.3,88.8,1021.8,25.0,2.7,0.0,12,Winter,-2.4492935982947064e-16,1.0,5,-2.4492935982947064e-16,1.0,0.9997806834748455,0.02094241988335705,961.809013116471,0.003799999999999997,2.6717999999999984
2019-12-14,62.5,46.3,51.6,48.0,88.6,10.3,182.3,1022.5,26.0,10.5,33.3,12,Winter,-2.4492935982947064e-16,1.0,5,-2.4492935982947064e-16,1.0,-0.040131792532559774,-0.999194395114446,-36.623471229363396,0.007200000000000003,4.362500000000002
2019-12-15,58.9,44.1,50.9,46.0,83.9,8.1,226.9,1020.7,40.5,9.6,0.0,12,Winter,-2.4492935982947064e-16,1.0,5,-2.4492935982947064e-16,1.0,-0.7301622766207524,-0.6832737736807991,-496.21098156869715,0.009799999999999998,5.515699999999998
2019-12-16,62.5,44.5,50.8,44.8,82.7,9.2,247.8,1020.3,28.8,13.3,0.0,12,Winter,-2.4492935982947064e-16,1.0,5,-2.4492935982947064e-16,1.0,-0.9258705848099947,-0.37784078681846717,-704.4393757468363,0.012,6.7322999999999995
2019-12-17,62.5,42.7,49.6,42.9,81.2,8.1,255.2,1020.3,25.2,14.6,0.0,12,Winter,-2.4492935982947064e-16,1.0,5,-2.4492935982947064e-16,1.0,-0.9668233886044594,-0.2554457579357906,-635.8990791529251,0.013400000000000006,7.468300000000003
2019-12-18,62.5,40.9,48.9,41.1,77.8,11.4,191.0,1020.1,25.0,13.2,0.0,12,Winter,-2.4492935982947064e-16,1.0,5,-2.4492935982947064e-16,1.0,-0.19080899537654472,-0.981627183447664,-169.23231417936506,0.015599999999999994,8.570099999999996
2019-12-19,62.5,39.1,49.5,42.0,78.5,10.3,243.0,1019.3,25.2,12.7,0.1016,12,Winter,-2.4492935982947064e-16,1.0,5,-2.4492935982947064e-16,1.0,-0.8910065241883678,-0.4539904997395469,-720.4233251325048,0.015,8.267299999999999
2019-12-20,64.3,40.9,50.4,42.3,77.0,8.1,212.4,1017.2,25.0,13.5,0.0,12,Winter,-2.4492935982947064e-16,1.0,5,-2.4492935982947064e-16,1.0,-0.5358267949789968,-0.844327925502015,-334.19517202840024,0.016200000000000003,8.867200000000002
2019-12-21,64.3,40.9,51.2,44.2,79.5,9.2,263.0,1018.0,25.0,12.3,0.0,12,Winter,-2.4492935982947064e-16,1.0,5,-2.4492935982947064e-16,1.0,-0.9925461516413221,-0.12186934340514717,-725.9482553104629,0.014,7.768000000000001
2019-12-22,66.1,40.9,51.1,40.7,72.2,11.4,273.0,1017.8,25.0,13.7,0.0,12,Winter,-2.4492935982947064e-16,1.0,5,-2.4492935982947064e-16,1.0,-0.9986295347545738,0.052335956242943946,-821.9519974657948,0.020799999999999996,11.167799999999998
2019-12-23,62.5,39.1,49.4,40.6,74.5,8.1,253.7,1018.6,25.0,13.1,0.0,12,Winter,-2.4492935982947064e-16,1.0,5,-2.4492935982947064e-16,1.0,-0.9598052919751868,-0.28066670892078804,-579.1945034424265,0.017599999999999994,9.568599999999996
2019-12-24,62.5,39.1,48.8,40.6,77.0,9.2,240.5,1019.8,25.0,14.6,0.0,12,Winter,-2.4492935982947064e-16,1.0,5,-2.4492935982947064e-16,1.0,-0.8703556959398996,-0.4924235601034672,-616.5599750038248,0.01639999999999999,8.969799999999996
2019-12-25,62.5,39.1,47.1,37.5,74.7,8.1,180.7,1018.4,25.2,14.8,0.0,12,Winter,-2.4492935982947064e-16,1.0,5,-2.4492935982947064e-16,1.0,-0.01221700083524673,-0.999925369660452,-7.392140695382738,0.019200000000000002,10.3664
2019-12-26,58.9,35.5,45.1,35.8,73.9,9.2,153.8,1017.4,25.0,14.4,0.0,12,Winter,-2.4492935982947064e-16,1.0,5,-2.4492935982947064e-16,1.0,0.44150585279174487,-0.8972583696743286,300.1709991960515,0.01860000000000001,10.067400000000005
2019-12-27,57.1,35.5,45.3,35.7,72.3,9.2,203.5,1018.1,25.0,13.6,0.0,12,Winter,-2.4492935982947064e-16,1.0,5,-2.4492935982947064e-16,1.0,-0.3987490689252463,-0.917060074385124,-265.2319306863168,0.019199999999999988,10.368099999999995
2019-12-28,62.5,35.5,46.4,34.7,68.9,6.9,134.6,1020.4,24.0,15.1,0.4064,12,Winter,-2.4492935982947064e-16,1.0,5,-2.4492935982947064e-16,1.0,0.7120260459909965,-0.7021530529951624,338.5043025245797,0.02339999999999999,12.480399999999996
2019-12-29,64.3,33.7,47.5,35.8,69.0,8.1,145.6,1020.6,25.0,14.9,0.0,12,Winter,-2.4492935982947064e-16,1.0,5,-2.4492935982947064e-16,1.0,0.564967003424938,-0.825113498278295,315.76005821419784,0.023400000000000004,12.470600000000003
2019-12-30,64.3,35.5,47.6,35.1,68.0,8.1,145.2,1021.5,25.0,14.9,0.0,12,Winter,-2.4492935982947064e-16,1.0,5,-2.4492935982947064e-16,1.0,0.5707135676844317,-0.821149209133704,314.34903308058495,0.025,13.2715
2019-12-31,64.3,35.5,47.8,34.8,66.1,8.1,138.1,1023.2,25.2,14.6,0.0,12,Winter,-2.4492935982947064e-16,1.0,5,-2.4492935982947064e-16,1.0,0.6678325554710469,-0.7443115462311538,357.56422852475316,0.026,13.771199999999999
2020-01-01,62.5,37.3,48.6,38.3,70.7,5.8,131.3,1025.3,25.0,12.5,0.0,1,Winter,0.49999999999999994,0.8660254037844387,5,-2.4492935982947064e-16,1.0,0.7512641335035108,-0.6600016679609371,308.0633705844496,0.020600000000000007,11.075300000000004
2020-01-02,62.5,40.9,50.3,41.1,73.7,6.9,59.6,1025.6,28.1,9.5,0.0,1,Winter,0.49999999999999994,0.8660254037844387,5,-2.4492935982947064e-16,1.0,0.8625136692072575,0.5060337641211637,438.61407620196667,0.018399999999999993,9.944599999999996
2020-01-03,48.1,42.3,46.0,43.5,91.2,8.1,104.7,1021.7,34.9,2.2,0.0,1,Winter,0.49999999999999994,0.8660254037844387,5,-2.4492935982947064e-16,1.0,0.9672677527758768,-0.2537579445848056,714.5400343305957,0.005,3.1727
2020-01-04,53.5,42.7,47.1,45.2,93.4,8.1,202.7,1018.5,25.0,9.5,0.0,1,Winter,0.49999999999999994,0.8660254037844387,5,-2.4492935982947064e-16,1.0,-0.3859060423243183,-0.9225380894562465,-291.95335726003975,0.003799999999999997,2.6684999999999985
2020-01-05,57.1,40.9,47.1,40.4,80.3,9.2,287.6,1017.3,25.0,11.2,0.0,1,Winter,0.49999999999999994,0.8660254037844387,5,-2.4492935982947064e-16,1.0,-0.9531906677929469,0.30236989075044474,-704.1791377387174,0.013400000000000006,7.4673000000000025
2020-01-06,58.9,37.3,46.3,39.5,79.7,9.2,185.7,1019.7,27.6,14.2,0.0,1,Winter,0.49999999999999994,0.8660254037844387,5,-2.4492935982947064e-16,1.0,-0.09931974974363891,-0.9950555699612263,-72.8252133020258,0.013599999999999994,7.543699999999998
2020-01-07,60.7,40.9,49.0,43.0,81.7,8.1,291.5,1019.3,25.0,11.0,0.0,1,Winter,0.49999999999999994,0.8660254037844387,5,-2.4492935982947064e-16,1.0,-0.9304175679820247,0.36650122672429686,-615.7224339634645,0.012,6.769299999999999
2020-01-08,53.5,44.3,48.3,45.3,89.7,4.7,141.2,1019.0,27.4,7.2,0.6096,1,Winter,0.49999999999999994,0.8660254037844387,5,-2.4492935982947064e-16,1.0,0.6266038113644606,-0.779337964931474,264.16990083314295,0.006,3.745
2020-01-09,53.5,40.4,47.9,45.8,92.7,4.7,76.1,1018.9,27.3,6.7,1.5,1,Winter,0.49999999999999994,0.8660254037844387,5,-2.4492935982947064e-16,1.0,0.9707164815781908,0.2402280424772638,422.93146385880203,0.004200000000000003,2.845900000000001
2020-01-10,58.9,44.5,48.9,44.0,84.8,8.1,250.8,1019.2,25.0,11.8,0.0,1,Winter,0.49999999999999994,0.8660254037844387,5,-2.4492935982947064e-16,1.0,-0.9443763702374811,-0.328866646738583,-648.6732411887209,0.009799999999999998,5.669199999999998
2020-01-11,62.5,42.7,49.2,42.7,81.0,6.9,186.2,1020.1,25.0,13.9,0.0,1,Winter,0.49999999999999994,0.8660254037844387,5,-2.4492935982947064e-16,1.0,-0.10799935570602266,-0.9941509639723154,-60.36083990409607,0.013,7.2701
2020-01-12,64.3,39.1,49.5,42.0,78.4,8.1,207.8,1018.2,24.5,15.3,0.0,1,Winter,0.49999999999999994,0.8660254037844387,5,-2.4492935982947064e-16,1.0,-0.46638664033989147,-0.8845809752150838,-296.1741720814447,0.015,8.273200000000001
2020-01-13,66.1,39.1,51.0,42.9,77.4,9.2,215.9,1016.6,24.1,15.3,0.0,1,Winter,0.49999999999999994,0.8660254037844387,5,-2.4492935982947064e-16,1.0,-0.5863723567357892,-0.8100416404457961,-417.54402778442085,0.016200000000000003,8.875600000000002
2020-01-14,67.9,40.9,52.4,43.5,75.5,9.2,277.2,1016.8,25.0,15.4,0.0,1,Winter,0.49999999999999994,0.8660254037844387,5,-2.4492935982947064e-16,1.0,-0.9921147013144779,0.12533323356430423,-689.1228715330362,0.017799999999999996,9.666799999999999
2020-01-15,69.7,40.9,53.1,43.2,74.5,11.4,285.5,1018.8,25.0,16.4,0.0,1,Winter,0.49999999999999994,0.8660254037844387,5,-2.4492935982947064e-16,1.0,-0.9636304532086231,0.26723837607825673,-818.4113439100836,0.019799999999999998,10.6688
2020-01-16,58.9,42.7,49.8,45.4,85.8,5.8,24.3,1020.1,25.0,3.8,0.0,1,Winter,0.49999999999999994,0.8660254037844387,5,-2.4492935982947064e-16,1.0,0.4115143586051088,0.9114032766354453,204.78600541624633,0.008799999999999997,5.170099999999999
2020-01-17,49.9,46.3,47.8,47.2,98.0,10.3,89.6,1021.2,34.3,3.4,0.0,1,Winter,0.49999999999999994,0.8660254037844387,5,-2.4492935982947064e-16,1.0,0.9999756307053947,0.006981260297961624,1009.3754016340256,0.0011999999999999886,1.2781999999999945
2020-01-18,62.5,42.7,49.6,44.3,84.9,9.2,231.5,1020.9,50.0,14.7,0.0,1,Winter,0.49999999999999994,0.8660254037844387,5,-2.4492935982947064e-16,1.0,-0.7826081568524138,-0.6225146366376196,-611.2795791542834,0.010600000000000009,5.820900000000004
2020-01-19,62.5,39.1,47.9,38.8,74.3,12.8,87.5,1018.9,25.0,13.1,0.0,1,Winter,0.49999999999999994,0.8660254037844387,5,-2.4492935982947064e-16,1.0,0.9990482215818578,0.04361938736533601,950.1348206532101,0.018200000000000004,9.868900000000002
2020-01-20,60.7,37.3,47.0,36.3,70.7,9.2,304.4,1018.7,25.0,15.8,0.0,1,Winter,0.49999999999999994,0.8660254037844387,5,-2.4492935982947064e-16,1.0,-0.8251134982782953,0.5649670034249378,-536.6868238201344,0.021400000000000006,11.468700000000002
2020-01-21,57.1,37.3,46.9,38.7,75.9,5.8,102.0,1021.0,25.0,11.8,0.0,1,Winter,0.49999999999999994,0.8660254037844387,5,-2.4492935982947064e-16,1.0,0.9781476007338057,-0.20791169081775934,430.60013679503595,0.01639999999999999,8.970999999999997
2020-01-22,64.3,35.5,48.5,35.9,67.9,11.4,317.7,1021.0,25.0,17.4,0.0,1,Winter,0.49999999999999994,0.8660254037844387,5,-2.4492935982947064e-16,1.0,-0.6730125135097736,0.7396310949786093,-520.9520662073754,0.025200000000000004,13.371000000000002
2020-01-23,62.5,35.5,48.1,37.6,71.3,62.2,235.6,1016.8,25.0,13.5,0.0,1,Winter,0.49999999999999994,0.8660254037844387,5,-2.4492935982947064e-16,1.0,-0.825113498278295,-0.564967003424938,-3659.2628489744793,0.021,11.2668
2020-01-24,58.9,37.3,46.4,39.9,79.6,13.9,155.2,1016.3,25.0,14.6,0.0,1,Winter,0.49999999999999994,0.8660254037844387,5,-2.4492935982947064e-16,1.0,0.4194520824461774,-0.9077774785329086,464.0985621017485,0.013,7.2663
2020-01-25,60.7,39.1,48.2,40.3,77.2,9.2,233.5,1017.6,27.3,12.9,3.9878,1,Winter,0.49999999999999994,0.8660254037844387,5,-2.4492935982947064e-16,1.0,-0.8038568606172171,-0.5948227867513417,-570.9312966847722,0.015800000000000012,8.644600000000006
2020-01-26,55.3,42.7,48.2,42.0,80.6,8.1,247.5,1016.0,25.0,11.1,0.0,1,Winter,0.49999999999999994,0.8660254037844387,5,-2.4492935982947064e-16,1.0,-0.9238795325112868,-0.3826834323650895,-603.1639915953186,0.012400000000000007,6.966000000000003
2020-01-27,62.5,39.1,48.4,41.3,79.7,11.4,200.8,1015.0,27.9,9.2,0.0,1,Winter,0.49999999999999994,0.8660254037844387,5,-2.4492935982947064e-16,1.0,-0.355106962408137,-0.9348256763960144,-322.6430839047851,0.014200000000000003,7.836000000000002
2020-01-28,64.3,37.3,50.4,40.9,73.9,10.3,291.5,1016.3,25.0,16.9,0.7111999999999999,1,Winter,0.49999999999999994,0.8660254037844387,5,-2.4492935982947064e-16,1.0,-0.9304175679820247,0.36650122672429686,-708.2059402208779,0.019,10.2663
2020-01-29,66.1,44.5,53.7,43.8,72.2,9.2,260.2,1019.2,25.0,13.6,0.0,1,Winter,0.49999999999999994,0.8660254037844387,5,-2.4492935982947064e-16,1.0,-0.9854078984834901,-0.17020949916603276,-654.5473424886735,0.019800000000000012,10.669200000000005
2020-01-30,62.5,40.9,50.3,41.4,74.1,11.4,221.7,1017.3,25.0,15.0,0.0,1,Winter,0.49999999999999994,0.8660254037844387,5,-2.4492935982947064e-16,1.0,-0.6652303546543608,-0.7466381822853915,-561.9466897907247,0.017799999999999996,9.6673
2020-01-31,66.1,40.9,50.7,42.7,77.1,10.3,235.6,1016.3,25.0,14.8,0.0,1,Winter,0.49999999999999994,0.8660254037844387,5,-2.4492935982947064e-16,1.0,-0.825113498278295,-0.564967003424938,-655.2473823877425,0.016,8.7663
2020-02-01,60.7,44.5,51.1,43.2,76.3,13.9,193.1,1018.0,29.5,9.3,0.0,2,Winter,0.8660254037844386,0.5000000000000001,5,-2.4492935982947064e-16,1.0,-0.2266513074368549,-0.9739759672790517,-240.37957712830521,0.015799999999999998,8.623
2020-02-02,58.9,44.5,50.0,41.0,73.6,8.1,232.3,1019.1,30.7,14.5,0.0,2,Winter,0.8660254037844386,0.5000000000000001,5,-2.4492935982947064e-16,1.0,-0.79122353296749,-0.6115270401858313,-471.69582141389884,0.018,9.7121
2020-02-03,60.7,39.1,48.6,40.8,77.5,10.3,210.6,1020.5,25.0,14.8,0.0,2,Winter,0.8660254037844386,0.5000000000000001,5,-2.4492935982947064e-16,1.0,-0.5090414157503712,-0.8607420270039436,-406.3423101227338,0.015600000000000008,8.570500000000004
2020-02-04,62.5,39.1,49.7,41.3,76.0,10.3,243.2,1019.2,25.0,14.4,0.0,2,Winter,0.8660254037844386,0.5000000000000001,5,-2.4492935982947064e-16,1.0,-0.8925858184521253,-0.4508775406894311,-698.7161786843237,0.016800000000000013,9.169200000000005
2020-02-05,60.7,40.9,49.7,41.6,76.3,10.3,235.6,1016.7,27.2,15.3,0.0,2,Winter,0.8660254037844386,0.5000000000000001,5,-2.4492935982947064e-16,1.0,-0.825113498278295,-0.564967003424938,-648.4484471619294,0.016200000000000003,8.844700000000001
2020-02-06,60.7,39.1,49.4,41.4,75.7,11.4,191.5,1018.3,25.0,14.1,0.0,2,Winter,0.8660254037844386,0.5000000000000001,5,-2.4492935982947064e-16,1.0,-0.199367934417197,-0.9799247046208297,-172.05054004335267,0.016,8.7683
2020-02-07,62.5,40.9,50.8,41.9,74.1,13.9,198.7,1020.3,25.0,16.5,0.0,2,Winter,0.8660254037844386,0.5000000000000001,5,-2.4492935982947064e-16,1.0,-0.32061299058567583,-0.947210277746029,-330.2281741733402,0.017799999999999996,9.6703
2020-02-08,60.7,40.9,50.2,38.8,68.6,10.3,177.4,1021.7,25.0,13.8,0.0,2,Winter,0.8660254037844386,0.5000000000000001,5,-2.4492935982947064e-16,1.0,0.045362988129253747,-0.9989705697907147,32.05258015236811,0.02280000000000001,12.171700000000005
2020-02-09,60.7,39.1,49.2,37.9,68.5,9.2,323.1,1023.1,25.0,15.1,11.2014,2,Winter,0.8660254037844386,0.5000000000000001,5,-2.4492935982947064e-16,1.0,-0.6004202253258841,0.7996846584870905,-378.3848260003722,0.02260000000000001,12.073100000000004
2020-02-10,64.3,37.3,50.2,37.8,67.9,10.3,218.6,1021.3,25.0,17.4,28.194000000000003,2,Winter,0.8660254037844386,0.5000000000000001,5,-2.4492935982947064e-16,1.0,-0.623879596709386,-0.781520472418819,-436.32267355064334,0.024800000000000013,13.171300000000006
2020-02-11,66.1,39.1,51.3,40.3,69.9,11.4,238.0,1021.5,25.0,17.3,0.0,2,Winter,0.8660254037844386,0.5000000000000001,5,-2.4492935982947064e-16,1.0,-0.848048096156426,-0.529919264233205,-675.7756059032097,0.022,11.7715
2020-02-12,66.1,40.9,52.9,42.7,71.5,11.4,193.9,1020.6,25.0,18.4,0.0,2,Winter,0.8660254037844386,0.5000000000000001,5,-2.4492935982947064e-16,1.0,-0.2402280424772636,-0.9707164815781908,-195.80987742321756,0.02039999999999999,10.970599999999996
