date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2023-12-28 00:00:00,13.3,9,20,0.9,,,5.1,,1022.9,
2023-12-29 00:00:00,13.1,8,20,0,,,5.3,,1023.1,
2023-12-30 00:00:00,12.8,7,20,0,,,6.9,,1021.6,
2023-12-31 00:00:00,12.6,8,20,0,,,6.2,,1021.1,
2024-01-01 00:00:00,11.9,7,18,0,,,6.8,,1020,
2024-01-02 00:00:00,11.6,6,18,0,,,6,,1019.9,
2024-01-03 00:00:00,11.2,6,18,0,,,6.2,,1020.1,
2024-01-04 00:00:00,10.7,6,17,0,,,6.4,,1020,
2024-01-05 00:00:00,10.8,5,19,0,,,6.8,,1020.7,
2024-01-06 00:00:00,11,5,18,0,,,6.1,,1021.7,
2024-01-07 00:00:00,10.9,5,19,0,,,6.3,,1022,
2024-01-08 00:00:00,11,6,18,0,,,6.8,,1021.8,
2024-01-09 00:00:00,11.3,6,19,0,,,5.8,,1020.4,
2024-01-10 00:00:00,11.5,5,19,0,,,7.5,,1018,
2024-01-11 00:00:00,11.3,7,19,0,,,6.1,,1019.4,
2024-01-12 00:00:00,11.5,5,18,0,,,5,,1019.3,
2024-01-13 00:00:00,12.2,6,21,0,,,5.6,,1019.4,
2024-01-14 00:00:00,11.9,6,20,0,,,5.8,,1019.6,
2024-01-15 00:00:00,11.5,6,19,0.3,,,6.7,,1018.8,
2024-01-16 00:00:00,11.3,6,18,0.2,,,6,,1018,
2024-01-17 00:00:00,11,6,18,2.2,,,7,,1017.3,
2024-01-18 00:00:00,10.4,5,17,0.1,,,6.8,,1017.8,
2024-01-19 00:00:00,10.5,6,16,0,,,6.8,,1019.5,
2024-01-20 00:00:00,10.4,5,17,0,,,5.9,,1019.4,
2024-01-21 00:00:00,10.6,6,17,0,,,6.6,,1017.9,
2024-01-22 00:00:00,10.1,5,17,0,,,6.4,,1021,
2024-01-23 00:00:00,10,5,17,0.1,,,5.7,,1019.4,
2024-01-24 00:00:00,10,5,17,0.6,,,6.5,,1019.6,
2024-01-25 00:00:00,9.7,4,16,0,,,6.7,,1021.5,
2024-01-26 00:00:00,9.4,4,16,0,,,6.8,,1022.4,
2024-01-27 00:00:00,9,3,16,0,,,6.6,,1020.8,
2024-01-28 00:00:00,9.5,3,17,0,,,6.1,,1021.5,
2024-01-29 00:00:00,10.2,4,19,0,,,6,,1020.5,
2024-01-30 00:00:00,10,5,16,0,,,6.2,,1019.8,
2024-01-31 00:00:00,10.7,5,17,0,,,6.9,,1019.5,
2024-02-01 00:00:00,10.3,7,15,0,,,6.9,,1020.4,
2024-02-02 00:00:00,10.9,6,18,0,,,5.9,,1017.7,
2024-02-03 00:00:00,10.6,4,19,0,,,7,,1016.6,
2024-02-04 00:00:00,9.8,6,14,2,,,5,,1020.2,
2024-02-05 00:00:00,11.7,8,18,1.6,,,6.4,,1019,
2024-02-06 00:00:00,11,5,19,0,,,6.4,,1019.1,
2024-02-07 00:00:00,10.9,4,20,0,,,7.5,,1017.8,
2024-02-08 00:00:00,10.2,4,18,0,,,8.9,,1016.9,
2024-02-09 00:00:00,10.7,5,18,0,,,5.9,,1021.9,
2024-02-10 00:00:00,12.3,5,21,0,,,6.7,,1023.9,
2024-02-11 00:00:00,12.9,5,21,0,,,7.4,,1024,
2024-02-12 00:00:00,13,6,21,0,,,7.5,,1023.9,
2024-02-13 00:00:00,13.7,8,22,0,,,6.2,,1023.3,
2024-02-14 00:00:00,12,8,17,0.6,,,5,,1022.2,
2024-02-15 00:00:00,13,6,20,0,,,6.7,,1022.7,
2024-02-16 00:00:00,13.7,7,21,0,,,6.5,,1022.5,
2024-02-17 00:00:00,13.4,8,20,0,,,8.9,,1018,
2024-02-18 00:00:00,13.5,8,21,0,,,6.7,,1017.8,
2024-02-19 00:00:00,14,8,21,0,,,6.6,,1018.9,
2024-02-20 00:00:00,14.9,9,22,0.7,,,7.8,,1016.6,
2024-02-21 00:00:00,14.8,11,20,0,,,6.8,,1014.2,
2024-02-22 00:00:00,11.6,6,19,1.9,,,8.4,,1015.8,
2024-02-23 00:00:00,10.8,5,18,0,,,7.6,,1018,
2024-02-24 00:00:00,11.4,5,17,0,,,8.2,,1019.8,
2024-02-25 00:00:00,12,5,20,0,,,7.2,,1020.2,
2024-02-26 00:00:00,13.1,6,20,0,,,7.8,,1021.2,
2024-02-27 00:00:00,13.4,7,21,0,,,7.5,,1019.8,
2024-02-28 00:00:00,13.9,6,22,0,,,8.1,,1016.6,
2024-02-29 00:00:00,14.5,8,22,0,,,8.9,,1017.5,
2024-03-01 00:00:00,14.8,9,22,0,,,8.3,,1019.3,
2024-03-02 00:00:00,16.8,13,22,0.7,,,7.8,,1019.4,
2024-03-03 00:00:00,14.5,12,18,13.1,,,6,,1018.4,
2024-03-04 00:00:00,15,10,22,0.1,,,7.1,,1017.8,
2024-03-05 00:00:00,15.5,9,23,0,,,8.5,,1017.5,
2024-03-06 00:00:00,15.6,8,23,0,,,9,,1017,
2024-03-07 00:00:00,16,9,23,0,,,8.7,,1016.8,
2024-03-08 00:00:00,15.5,9,23,0,,,8.3,,1017,
2024-03-09 00:00:00,15.8,10,23,0,,,9.5,,1017.4,
2024-03-10 00:00:00,15.8,10,23,0,,,8.9,,1019.6,
2024-03-11 00:00:00,17.3,12,24,0,,,7.6,,1020.1,
2024-03-12 00:00:00,17.8,11,25,0,,,8.4,,1017.4,
2024-03-13 00:00:00,17.7,11,25,0,,,9.2,,1016.7,
2024-03-14 00:00:00,17.5,11,24,0,,,7.8,,1017.8,
2024-03-15 00:00:00,17.6,11,25,0,,,8.2,,1018,
2024-03-16 00:00:00,17.6,11,25,0,,,7.7,,1020.5,
2024-03-17 00:00:00,17.7,10,25,0,,,7.1,,1020.4,
2024-03-18 00:00:00,17.8,11,25,0,,,9.1,,1019,
2024-03-19 00:00:00,17.8,10,25,0.2,,,8.3,,1019.6,
2024-03-20 00:00:00,13.3,12,16,7.4,,,5,,1019.2,
2024-03-21 00:00:00,14.1,11,19,7.2,,,5.7,,1018.6,
2024-03-22 00:00:00,15.8,13,20,0.5,,,8.6,,1014.8,
2024-03-23 00:00:00,15.7,13,20,12,,,5.7,,1013,
2024-03-24 00:00:00,17.5,14,23,0.5,,,10.5,,1016.2,
2024-03-25 00:00:00,18.1,13,23,2.6,,,7.3,,1017.3,
2024-03-26 00:00:00,18.2,14,23,4.6,,,10.9,,1017.9,
2024-03-27 00:00:00,17.9,14.7,21,4,,,7.4,,1019.6,
2024-03-28 00:00:00,17,14,22.7,3.2,,,5.5,,1017.2,
2024-03-29 00:00:00,19.7,16,25,2.1,,,6.4,,1017.5,
2024-03-30 00:00:00,20.3,15,27,11.3,,,8.5,,1018.1,
2024-03-31 00:00:00,19.7,14,27,0,,,10.8,,1017.5,
2024-04-01 00:00:00,20.2,13,27,0,,,8.2,,1012.5,
2024-04-02 00:00:00,20.6,14,29,0,,,9.6,,1012.1,
2024-04-03 00:00:00,21,14,28,0,,,9,,1014.4,
2024-04-04 00:00:00,22.3,15,31,0,,,9.6,,1015.2,
2024-04-05 00:00:00,21.7,15,31.5,0,,,8.5,,1013.9,
2024-04-06 00:00:00,21.6,13.6,31.2,0,,,9.4,,1014.4,
2024-04-07 00:00:00,21.2,12.6,31.2,0,,,8.9,,1014.4,
2024-04-08 00:00:00,20.2,12,30.2,0,,,10.5,,1016.9,
2024-04-09 00:00:00,19.6,11.2,29.5,0,,,7.7,,1018.2,
2024-04-10 00:00:00,19.8,11.6,29.2,0,,,11.6,,1019,
2024-04-11 00:00:00,17.7,12,29.4,1,,,10.6,,1020,
2024-04-12 00:00:00,18.8,10.5,28.2,1.5,,,6.6,,1019.8,
2024-04-13 00:00:00,20.8,13.5,29.5,0,,,8,,1019.5,
2024-04-14 00:00:00,21.8,15,30.7,0,,,8.5,,1020,
2024-04-15 00:00:00,22.6,16,31,0,,,7.8,,1018.9,
2024-04-16 00:00:00,22.6,16.5,31.7,0,,,9.5,,1015,
2024-04-17 00:00:00,22.4,14.7,31.8,0,,,13.3,,1012.8,
2024-04-18 00:00:00,22.2,15.8,30.7,0,,,10.5,,1012.2,
2024-04-19 00:00:00,23.3,16,31,0,,,8.7,,1009.9,
2024-04-20 00:00:00,24.3,16.9,32.1,0,,,10.2,,1010,
2024-04-21 00:00:00,23.4,14.7,33.5,0,,,9.6,,1011.4,
2024-04-22 00:00:00,23.8,15.2,33.1,0,,,10,,1013.1,
2024-04-23 00:00:00,23.2,15.2,32.3,0,,,10.1,,1012.9,
2024-04-24 00:00:00,22.8,14.2,32,0,,,9.1,,1012.2,
2024-04-25 00:00:00,23.1,14,33.5,0,,,7.9,,1012.5,
2024-04-26 00:00:00,23.4,14.5,32.7,0,,,7.6,,1012.6,
2024-04-27 00:00:00,23.8,15.4,32.7,0,,,7.8,,1013.9,
2024-04-28 00:00:00,24.2,16,33.3,0,,,9.3,,1013,
2024-04-29 00:00:00,24.2,15.3,33.2,0,,,9,,1013.5,
2024-04-30 00:00:00,25.1,15.4,33.5,0,,,8.5,,1010,
2024-05-01 00:00:00,24.2,17,31,0,,,10.5,,1008.4,
2024-05-02 00:00:00,21.8,13.3,30.5,0,,,10,,1009.9,
2024-05-03 00:00:00,22.2,13.6,31.8,0,,,9.2,,1013.2,
2024-05-04 00:00:00,22.2,15,27,0,,,8.3,,1014,
2024-05-05 00:00:00,22,16,30.3,0,,,7.6,,1010,
2024-05-06 00:00:00,22.1,16.8,31.5,2,,,8.8,,1013,
2024-05-07 00:00:00,18.3,15.8,24.6,1,,,9.9,,1016.8,
2024-05-08 00:00:00,17.8,14.5,23.4,12.7,,,6.9,,1017.9,
2024-05-09 00:00:00,19.9,14.8,27.6,0,,,6.8,,1018.2,
2024-05-10 00:00:00,21.3,16,27.2,8.9,,,8.5,,1016.5,
2024-05-11 00:00:00,22.6,18.5,29.4,0,,,10.9,,1017,
2024-05-12 00:00:00,19.2,17.8,25.4,4.6,,,6.3,,1018.1,
2024-05-13 00:00:00,21,15.8,27,0,,,5.6,,1017.9,
2024-05-14 00:00:00,23.2,16,31,0,,,8.5,,1018,
2024-05-15 00:00:00,23.3,18.4,31.5,0,,,9.8,,1018.5,
2024-05-16 00:00:00,24.1,17,33,0,,,9.4,,1018,
2024-05-17 00:00:00,25.2,17,32.3,0,,,8.3,,1015.8,
2024-05-18 00:00:00,25.8,19.4,33.6,0,,,7.4,,1013.3,
2024-05-19 00:00:00,24.5,18.6,31.4,2.5,,,7.6,,1011.3,
2024-05-20 00:00:00,21.8,16.7,27.2,4.3,,,6.5,,1012.3,
2024-05-21 00:00:00,23.5,18.5,29.7,0,,,7.7,,1013.7,
2024-05-22 00:00:00,22.6,18.6,32.6,3.3,,,8.2,,1013.6,
2024-05-23 00:00:00,23.8,19.4,29.8,0.5,,,6.1,,1013.5,
2024-05-24 00:00:00,24.8,19.3,34.4,0,,,6.7,,1012.1,
2024-05-25 00:00:00,25.2,21,33.4,5.6,,,8.2,,1010.3,
2024-05-26 00:00:00,24.8,21,29,1.9,,,7.9,,1009.5,
2024-05-27 00:00:00,24.7,20,32.4,0,,,12,,1006.1,
2024-05-28 00:00:00,23.8,20.2,28.4,8.3,,,5.7,,1004.4,
2024-05-29 00:00:00,25.6,19.1,33.2,0,,,7.9,,1007,
2024-05-30 00:00:00,25.7,19.7,34.4,0,,,9.6,,1008.1,
2024-05-31 00:00:00,25.2,19,33.6,1.5,,,10.4,,1010.7,
2024-06-01 00:00:00,23.3,19.2,32,1.5,,,6.9,,1011.5,
2024-06-02 00:00:00,24.3,19,30.2,0,,,7.8,,1013,
2024-06-03 00:00:00,24.9,19,32.2,0,,,8.3,,1011.3,
2024-06-04 00:00:00,22.9,18.8,29.4,22.6,,,6.4,,1012.4,
2024-06-05 00:00:00,23.4,17.5,30.7,1,,,9.8,,1012.8,
2024-06-06 00:00:00,24.2,17.6,30.9,3.6,,,8.5,,1012.8,
2024-06-07 00:00:00,24.7,19.4,30.6,0,,,10.1,,1010.5,
2024-06-08 00:00:00,25.2,20,31.9,2.3,,,10.3,,1009.3,
2024-06-09 00:00:00,26.5,20.9,33.8,0,,,9.8,,1009.6,
2024-06-10 00:00:00,26.9,20.8,34.4,0,,,9.5,,1010.3,
2024-06-11 00:00:00,26.4,21,33.2,0,,,10.2,,1009.2,
2024-06-12 00:00:00,26.8,21.8,34.3,0,,,10.3,,1010.5,
2024-06-13 00:00:00,27.1,22,34.3,0,,,10,,1008.7,
2024-06-14 00:00:00,27.1,23,33.4,0,,,10.1,,1008,
2024-06-15 00:00:00,27.2,22.6,35.3,0,,,9.9,,1007.6,
2024-06-16 00:00:00,25.9,21.6,33.9,2.8,,,8.7,,1008.6,
2024-06-17 00:00:00,24.7,21.4,30.5,13.2,,,7.8,,1007.2,
2024-06-18 00:00:00,24.2,22,29.1,23.6,,,6.7,,1004.1,
2024-06-19 00:00:00,24.8,20,30.6,4.8,,,9.8,,1003.6,
2024-06-20 00:00:00,24.6,20.4,30.7,36.1,,,9.5,,1006.5,
2024-06-21 00:00:00,25.1,21,30.7,0,,,9.9,,1009.1,
2024-06-22 00:00:00,25.4,21,31.4,5.1,,,9.4,,1009,
2024-06-23 00:00:00,25.9,22,31.7,0.3,,,9.8,,1009.8,
2024-06-24 00:00:00,26.3,22.4,32.1,0.8,,,9.4,,1008.7,
2024-06-25 00:00:00,25.9,21.8,31.8,0,,,11.6,,1005.9,
2024-06-26 00:00:00,23.9,21.4,26,50.3,,,7.7,,1008.7,
2024-06-27 00:00:00,25,21.4,30,0.3,,,6.4,,1011.4,
2024-06-28 00:00:00,24.4,20.9,31,19.6,,,12.2,,1008,
2024-06-29 00:00:00,24.5,21.3,29.8,12.7,,,8.6,,1006.8,
2024-06-30 00:00:00,24,21.8,29.3,56.6,,,6.9,,1005.9,
2024-07-01 00:00:00,24.1,21.2,29.5,39.6,,,7.7,,1004.4,
2024-07-02 00:00:00,22.3,21,26,32.8,,,5.4,,1003.5,
2024-07-03 00:00:00,23.9,20.8,29.9,6.6,,,4.7,,1006.5,
2024-07-04 00:00:00,23.8,22,27.3,21.1,,,6.7,,1008.5,
2024-07-05 00:00:00,23.3,21,28,20.3,,,5.1,,1007.2,
2024-07-06 00:00:00,21,20,22,48.4,,,6.6,,1007.4,
2024-07-07 00:00:00,22.5,21,26,30.7,,,3.5,,1010.7,
2024-07-08 00:00:00,24.2,21,29.3,2,,,7.4,,1010.9,
2024-07-09 00:00:00,24.4,21.5,29,0.5,,,8.7,,1010.3,
2024-07-10 00:00:00,23.4,21,27.6,18,,,7.9,,1010.8,
2024-07-11 00:00:00,22.7,21,25,40.6,,,4.4,,1008,
2024-07-12 00:00:00,22.7,20.6,27.6,29.7,,,7.9,,1005.8,
2024-07-13 00:00:00,24.8,20.4,30.2,24.4,,,8.3,,1006.3,
2024-07-14 00:00:00,25.1,21.6,31.5,1,,,8.6,,1006.8,
2024-07-15 00:00:00,25.8,23,29,13,,,10.6,,1009.6,
2024-07-16 00:00:00,25.2,23,30.1,0,,,7.9,,1010.6,
2024-07-17 00:00:00,24.5,22,29.9,25.4,,,6.4,,1010.4,
2024-07-18 00:00:00,24.9,21,30,9.8,,,7,,1008.7,
2024-07-19 00:00:00,25.4,20.6,30.7,25.7,,,6.4,,1008.8,
2024-07-20 00:00:00,24.9,23,31.3,1.5,,,7.6,,1008,
2024-07-21 00:00:00,24.5,22,27,23.8,,,6.2,,1007.6,
2024-07-22 00:00:00,24.3,21,28,7.6,,,6.1,,1008.8,
2024-07-23 00:00:00,23.9,21,27,10.7,,,6.8,,1006.9,
2024-07-24 00:00:00,24.6,22,29,28.2,,,6.6,,1003.8,
2024-07-25 00:00:00,24.6,22,29,29.8,,,6.5,,1002.1,
2024-07-26 00:00:00,25.3,22,29,12.2,,,6.5,,1004.4,
2024-07-27 00:00:00,26.3,23,30,3.3,,,6.5,,1006.9,
2024-07-28 00:00:00,25,21,29,24.8,,,6.2,,1007.8,
2024-07-29 00:00:00,25.5,22,31,44,,,6.8,,1006.6,
2024-07-30 00:00:00,25.2,22,29,18,,,9.2,,1007.6,
2024-07-31 00:00:00,25.4,20,31.2,62.5,,,10.2,,1009.1,
2024-08-01 00:00:00,24.7,22.3,31.1,0.3,,,11.8,,1007.5,
2024-08-02 00:00:00,23.9,20.4,30.9,0.8,,,7.3,,1006.3,
2024-08-03 00:00:00,24.9,21.6,31,5.6,,,9.5,,1009.4,
2024-08-04 00:00:00,25,20,31.2,0,,,12,,1012.3,
2024-08-05 00:00:00,24.3,20.7,31.5,1,,,7.9,,1010.3,
2024-08-06 00:00:00,22.8,20.7,27,73.4,,,9.5,,1010.3,
2024-08-07 00:00:00,23.3,20.8,28.9,25.9,,,6.7,,1010.6,
2024-08-08 00:00:00,22.9,20.4,29.8,20.8,,,5.8,,1012,
2024-08-09 00:00:00,22.7,20,27.8,5.1,,,5.2,,1012.2,
2024-08-10 00:00:00,23.5,20.4,29,0.8,,,6.1,,1011.3,
2024-08-11 00:00:00,22.9,20.2,28.8,29,,,7,,1009.7,
2024-08-12 00:00:00,24,22,27,22.2,,,8.1,,1010.8,
2024-08-13 00:00:00,24.1,21.5,29.6,15.2,,,6.2,,1012,
2024-08-14 00:00:00,24.6,20.8,30.5,14.7,,,9.6,,1013.1,
2024-08-15 00:00:00,24,21.4,31.7,1.3,,,12.7,,1011.9,
2024-08-16 00:00:00,24.6,19,31.4,1.8,,,8.3,,1010.9,
2024-08-17 00:00:00,24.5,20.4,31.8,13.7,,,10.4,,1011.7,
2024-08-18 00:00:00,23.8,19.8,31.2,27.7,,,6.2,,1012.3,
2024-08-19 00:00:00,23.3,21,28,7.9,,,6.1,,1011.7,
2024-08-20 00:00:00,22.7,20,26,6.9,,,7.4,,1012.9,
2024-08-21 00:00:00,21.4,20,24,1.3,,,5,,1012.8,
2024-08-22 00:00:00,23,20,27,6.5,,,5.3,,1012.4,
2024-08-23 00:00:00,23.7,22,28,7.7,,,5.3,,1012,
2024-08-24 00:00:00,24.2,21,29,5.6,,,7.5,,1012.2,
2024-08-25 00:00:00,24.1,21,29,4,,,7.1,,1011,
2024-08-26 00:00:00,22.8,21,29,8.7,,,6.8,,1010,
2024-08-27 00:00:00,22.6,20,27.8,7.6,,,4.3,,1011.3,
2024-08-28 00:00:00,24.6,20.5,31,0,,,6.7,,1010.2,
2024-08-29 00:00:00,23.3,21,31,2.8,,,7.1,,1009.8,
2024-08-30 00:00:00,25.4,18.9,32,6.6,,,6.8,,1009.8,
2024-08-31 00:00:00,25,21.7,32.2,0.5,,,8.4,,1008.9,
2024-09-01 00:00:00,21.8,21,22.5,,,,5.9,,1007.8,
2024-09-02 00:00:00,24.7,19.5,31,0,,,7.1,,1007.5,
2024-09-03 00:00:00,23.3,19.8,28.5,,,,6,,1007.3,
2024-09-04 00:00:00,23.7,21,28,,,,6.4,,1010.5,
2024-09-05 00:00:00,22.9,20,26,17.4,,,6,,1009.9,
2024-09-06 00:00:00,23.4,20,28,33.2,,,9.4,,1011.2,
2024-09-07 00:00:00,24.8,21,30,5,,,6.3,,1013.8,
2024-09-08 00:00:00,25.2,21,31.8,0,,,8,,1012.4,
2024-09-09 00:00:00,24.2,20.5,30.6,0,,,7.9,,1010.8,
2024-09-10 00:00:00,25.2,21,31.5,0,,,8.3,,1010.5,
2024-09-11 00:00:00,25.2,20.5,31.6,0,,,9.3,,1011.1,
2024-09-12 00:00:00,23.8,20.7,30.4,0.8,,,7.6,,1011.7,
2024-09-13 00:00:00,23.3,19,29.8,6.2,,,5.9,,1010.5,
2024-09-14 00:00:00,22,19.5,28.5,0.5,,,9.2,,1009.4,
2024-09-15 00:00:00,22.3,18.8,28.4,1,,,9.4,,1009.7,
2024-09-16 00:00:00,23.2,18.9,28,22.6,,,5.9,,1013.1,
2024-09-17 00:00:00,23.4,19.9,29.4,0,,,4.6,,1015.1,
2024-09-18 00:00:00,24.7,18.6,30,3.7,,,5.7,,1014.8,
2024-09-19 00:00:00,25.8,21.4,32.6,0,,,6.3,,1014.2,
2024-09-20 00:00:00,24.1,21.6,31.3,1.3,,,5.5,,1013,
2024-09-21 00:00:00,25.1,20.7,30,12.8,,,5.6,,1015.6,
2024-09-22 00:00:00,25.7,21.7,32.5,0,,,5.8,,1015,
2024-09-23 00:00:00,26.1,20.5,32.1,2.9,,,6.8,,1015,
2024-09-24 00:00:00,24.1,22.7,29,0,,,6.8,,1012.5,
2024-09-25 00:00:00,23.3,20.2,29,0.8,,,6.8,,1013.8,
2024-09-26 00:00:00,22.1,20,25.5,0,,,6.2,,1013.7,
2024-09-27 00:00:00,18.3,17.5,19,97,,,6.1,,1013.8,
2024-09-28 00:00:00,17.9,16.8,19,164.3,,,3.8,,1015.3,
2024-09-29 00:00:00,21.2,16.7,27.3,0,,,5.1,,1016.9,
2024-09-30 00:00:00,23,17.8,29.4,0,,,6.4,,1014.8,
2024-10-01 00:00:00,24.3,20.4,31.2,0,,,6.6,,1012.8,
2024-10-02 00:00:00,24.4,20.7,30.8,1,,,8.3,,1011.7,
2024-10-03 00:00:00,23,20,28.5,4.6,,,8.1,,1012.1,
2024-10-04 00:00:00,22.8,19.9,28.5,0,,,10.1,,1013.5,
2024-10-05 00:00:00,22.6,19.8,30,0,,,8.6,,1015.1,
2024-10-06 00:00:00,22.6,18.4,27.5,0,,,6.6,,1018.7,
2024-10-07 00:00:00,22.5,18.5,29.4,0,,,6.4,,1021.3,
2024-10-08 00:00:00,22.5,18.6,28.5,0,,,7.9,,1020,
2024-10-09 00:00:00,22.2,16.6,29.6,0,,,8.1,,1017.6,
2024-10-10 00:00:00,21.9,16.5,29.1,0,,,7,,1016.6,
2024-10-11 00:00:00,21.6,16.9,28.5,0,,,7.7,,1016.1,
2024-10-12 00:00:00,20.9,16.5,28.3,0,,,6.9,,1017.8,
2024-10-13 00:00:00,20.7,14.7,28,0,,,6.7,,1018.9,
2024-10-14 00:00:00,20.6,17.8,27.5,0,,,8.8,,1018.7,
2024-10-15 00:00:00,20.2,15,27.5,0,,,7.7,,1017.5,
2024-10-16 00:00:00,20.3,15.3,27.2,0,,,6.9,,1017.8,
2024-10-17 00:00:00,19.6,15.5,24.5,0,,,6,,1018.3,
2024-10-18 00:00:00,19.5,15.4,26.1,0,,,6.9,,1017.8,
2024-10-19 00:00:00,19.6,14,25.5,0,,,5.8,,1018.7,
2024-10-20 00:00:00,19.2,16.1,26.3,0,,,7.7,,1020,
2024-10-21 00:00:00,18.9,13.8,26,0,,,5.8,,1020.7,
2024-10-22 00:00:00,20.1,13.8,27.5,0,,,6.3,,1021,
2024-10-23 00:00:00,21,14.4,28,0,,,5.7,,1020.1,
2024-10-24 00:00:00,20.6,14.8,26.8,0.2,,,7.1,,1018.8,
2024-10-25 00:00:00,19.8,17,24,0.3,,,7.2,,1017.8,
2024-10-26 00:00:00,19.8,16,24,0,,,6,,1018.3,
2024-10-27 00:00:00,21.1,17,26,0.3,,,6.8,,1017.5,
2024-10-28 00:00:00,21.5,18,26,0,,,6.8,,1016.6,
2024-10-29 00:00:00,21.1,17,26,0,,,7.5,,1016.9,
2024-10-30 00:00:00,20.7,16,26,0.5,,,6.3,,1017.6,
2024-10-31 00:00:00,20.3,16,25,0,,,6.8,,1018.1,
2024-11-01 00:00:00,20.3,16,25,1.6,,,7.4,,1019.1,
2024-11-02 00:00:00,20.5,18,24,0.6,,,4.9,,1020.8,
2024-11-03 00:00:00,19.8,17,25,6.7,,,4.9,,1021,
2024-11-04 00:00:00,17.6,15,21,12.2,,,5.8,,1019.8,
2024-11-05 00:00:00,18.4,14,25,0.1,,,5.6,,1022.1,
2024-11-06 00:00:00,18,13,24,0,,,6.1,,1022.2,
2024-11-07 00:00:00,18.3,12,25.4,0,,,6.4,,1021.4,
2024-11-08 00:00:00,18.3,13.2,24.6,0,,,6.1,,1021.3,
2024-11-09 00:00:00,18.3,14.3,23.5,0,,,5.1,,1021.4,
2024-11-10 00:00:00,18.4,13.6,24,0.4,,,5.3,,1021.5,
2024-11-11 00:00:00,17.9,14,24.9,0,,,6.8,,1021,
2024-11-12 00:00:00,17.2,12.2,24,0,,,5.5,,1019.8,
2024-11-13 00:00:00,16.8,10.6,24,0,,,5.2,,1018.8,
2024-11-14 00:00:00,17.1,13.8,23.3,0,,,5.8,,1020.1,
2024-11-15 00:00:00,16.7,11.4,23.6,0,,,5.4,,1019.1,
2024-11-16 00:00:00,16.7,12.5,22.5,0,,,5.6,,1017.9,
2024-11-17 00:00:00,16.5,13,22,0,,,5.9,,1018.5,
2024-11-18 00:00:00,15.7,12,22,0,,,5.8,,1020.2,
2024-11-19 00:00:00,15.3,10,22,0,,,6.2,,1021.2,
2024-11-20 00:00:00,15,10,21,1.3,,,6.1,,1020.2,
2024-11-21 00:00:00,15,10,21,1,,,6.4,,1019.5,
2024-11-22 00:00:00,14.4,9.4,21.2,0,,,6.2,,1019.5,
2024-11-23 00:00:00,14.2,9.6,20,0,,,6,,1020,
2024-11-24 00:00:00,13.9,9,20.4,0,,,6.5,,1019.4,
2024-11-25 00:00:00,14.4,8,20.4,0,,,7.1,,1019.3,
2024-11-26 00:00:00,14.2,8.8,20.3,0,,,6.3,,1019.1,
2024-11-27 00:00:00,13.6,8,19.2,0.5,,,5.6,,1019.3,
2024-11-28 00:00:00,13.4,7.9,20,0.2,,,5.5,,1021.1,
2024-11-29 00:00:00,13.3,8,20,0,,,6.4,,1021.6,
2024-11-30 00:00:00,13.1,7.6,20,0,,,5.3,,1019.4,
2024-12-01 00:00:00,13.3,8,20,0,,,6.3,,1017.4,
2024-12-02 00:00:00,13.2,7.4,20,0,,,6.1,,1018,
2024-12-03 00:00:00,13.1,6.6,20.2,0,,,6.7,,1018.7,
2024-12-04 00:00:00,12.8,7,21,0,,,5.8,,1017.2,
2024-12-05 00:00:00,12.6,5.7,19.4,0,,,5.8,,1016.9,
2024-12-06 00:00:00,12.9,9.2,19,0,,,6.6,,1015.9,
2024-12-07 00:00:00,13.4,8.9,19,0,,,6.1,,1016.6,
2024-12-08 00:00:00,12.9,9,18,0,,,5.7,,1016,
2024-12-09 00:00:00,11.6,6.4,18.8,0,,,6.6,,1014.8,
2024-12-10 00:00:00,10.7,5.6,17,0,,,5.8,,1014.9,
2024-12-11 00:00:00,10.4,4,19,,,,6.8,,1017.8,
2024-12-12 00:00:00,10.7,3.9,19.3,0,,,6.5,,1017.7,
2024-12-13 00:00:00,10.2,3.4,19.7,0,,,6.5,,1018.2,
2024-12-14 00:00:00,9.7,2.5,18,0,,,5.3,,1020.2,
2024-12-15 00:00:00,10.8,4,19,0,,,2.8,,1022.8,
2024-12-16 00:00:00,11.7,4.8,21,0,,,5.3,,1021.4,
2024-12-17 00:00:00,11.6,4.8,20,0,,,5.7,,1020.3,
2024-12-18 00:00:00,11.5,5,19,0,,,6.3,,1019.1,
2024-12-19 00:00:00,10.9,4.8,18,0,,,5.3,,1020.2,
2024-12-20 00:00:00,11,5,19,0,,,4.9,,1018.5,
2024-12-21 00:00:00,10.7,3.2,18,0,,,6.2,,1018.6,
2024-12-22 00:00:00,10.6,4.5,17.6,0,,,6.5,,1019.6,
2024-12-23 00:00:00,10.5,4.4,17,0,,,5.3,,1020,
2024-12-24 00:00:00,11.1,4.4,17.2,0,,,5.3,,1020.3,
2024-12-25 00:00:00,12.3,7.5,19,0.2,,,5.4,,1021.6,
2024-12-26 00:00:00,10.9,4.6,19,0,,,6,,1024,
2024-12-27 00:00:00,11.2,4,20,0,,,4.9,,1024.1,
2024-12-28 00:00:00,10.8,6,16,2,,,4.6,,1023.7,
2024-12-29 00:00:00,12.4,6.7,20,1.6,,,6.1,,1021.3,
2024-12-30 00:00:00,11.4,4.7,18.4,0,,,5.4,,1020.5,
